comprimé effervescent(e);1;ACÉTYLCYSTÉINE
solution buvable en gouttes;9;NICOTINAMIDE;CHLORHYDRATE DE THIAMINE;CONCENTRAT DE VITAMINE A SYNTHÉTIQUE, FORME HUILEUSE;PHOSPHATE SODIQUE DE RIBOFLAVINE;ERGOCALCIFÉROL;ACIDE ASCORBIQUE;ACÉTATE D'ALPHA-TOCOPHÉROL;CHLORHYDRATE DE PYRIDOXINE;DEXPANTHÉNOL
poudre pour inhalation en gélule;1;FUMARATE DE FORMOTÉROL DIHYDRATÉ
pastille;1;NICOTINE (RÉSINATE DE)
gel;2;PEROXYDE DE BENZOYLE;ADAPALÈNE
comprimé pelliculé;1;ÉFAVIRENZ
comprimé pelliculé;1;DIMETHYLSUFLOXYDE DE TRAMÉTINIB
poudre et  solution pour préparation injectable;1;SODIUM (NITROPRUSSIATE DE)
comprimé sécable;1;BÊTA-ESTRADIOL HÉMIHYDRATÉ
poudre et  solvant pour suspension injectable;1;BENZATHINE BENZYLPÉNICILLINE
suspension;1;PROPIONATE DE FLUTICASONE
comprimé à croquer;3;CARBONATE DE CALCIUM;ALGINATE DE SODIUM;BICARBONATE DE SODIUM
 comprimé et solution(s) et granules et poudre et pommade;1;ABIES CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES
solution à diluer pour perfusion;10;MANGANÈSE (GLUCONATE DE);IODURE DE SODIUM;FLUORURE DE SODIUM;AMMONIUM (MOLYBDATE D') TÉTRAHYDRATÉ;SODIUM (SÉLÉNITE DE) PENTAHYDRATÉ;COBALT (GLUCONATE DE) DIHYDRATÉ;CUIVRE (GLUCONATE DE);ZINC (GLUCONATE DE) TRIHYDRATÉ;GLUCONATE FERREUX;CHLORURE DE CHROME HEXAHYDRATÉ
solution buvable;1;CITRATE DE LITHIUM
gel;1;DICLOFÉNAC SODIQUE
solution pour pulvérisation;1;RITIOMÉTAN MAGNÉSIEN
lyophilisat et  solution pour usage parentéral;1;CLORAZÉPATE DIPOTASSIQUE
comprimé pelliculé;2;CASCARA (ÉCORCE DE) (EXTRAIT SEC DE);BOURDAINE (ECORCE DE) (EXTRAIT SEC D')
comprimé;1;FUMARATE DE BÉDAQUILINE
sirop;2;CAMPHOSULFONATE DE CODÉINE;BENZOATE DE SODIUM
comprimé pelliculé sécable;1;CHLORHYDRATE DE QUINAPRIL
pastille;1;BICLOTYMOL
comprimé effervescent(e);1;ACÉTYLSALICYLIQUE (ACIDE)
solution pour perfusion;1;PARACÉTAMOL
comprimé pelliculé;1;PIVMÉCILLINAM (CHLORHYDRATE DE)
solution injectable pour perfusion;1;ISONIAZIDE
suspension pour pulvérisation;2;PIVALATE DE TIXOCORTOL;CHLORHEXIDINE (DIGLUCONATE DE), SOLUTION DE
poudre et  solvant pour suspension injectable à libération prolongée;1;ACÉTATE DE TRIPTORÉLINE
 comprimé et solution(s) et granules et poudre et pommade;1;CRATAEGUS OXYACANTHA POUR PRÉPARATIONS HOMÉOPATHIQUES
liquide pour inhalation par fumigation;1;MELALEUCA VIRIDIFLORA (ESSENCE DE)
ovule;1;POVIDONE IODÉE
solution pour pulvérisation;1;CHLORHYDRATE D'AZÉLASTINE
gaz;1;XÉNON (GAZ)
suspension injectable;1;INSULINE HUMAINE RECOMBINANTE ISOPHANE 
comprimé pelliculé;21;ASCORBATE DE CALCIUM;ZINC (SULFATE DE) MONOHYDRATÉ;NICOTINAMIDE;RIBOFLAVINE;SULFATE DE CUIVRE ANHYDRE;CALCIUM (HYDROGÉNOPHOSPHATE DE) ANHYDRE;PALMITATE DE RÉTINOL;CYANOCOBALAMINE;ACIDE FOLIQUE;ACÉTATE D'ALPHA-TOCOPHÉROL;CHLORHYDRATE DE PYRIDOXINE;PANTOTHÉNATE DE CALCIUM;FUMARATE FERREUX;MAGNÉSIUM (OXYDE DE);STÉARATE DE MAGNÉSIUM;HYDROGÉNOPHOSPHATE DE CALCIUM DIHYDRATÉ;CHOLÉCALCIFÉROL (CONCENTRAT DE), FORME PULVÉRULENTE;MANGANÈSE (SULFATE DE) MONOHYDRATÉ;BIOTINE;MAGNÉSIUM (HYDROGÉNOPHOSPHATE DE) TRIHYDRATÉ;NITRATE DE THIAMINE
comprimé;1;MÉGESTROL (ACÉTATE DE)
solution buvable;1;VALSARTAN
comprimé pelliculé sécable;1;LAMIVUDINE
gélule à libération prolongée;1;CHLORHYDRATE D'HYDROMORPHONE
 comprimé et solution(s) et granules et poudre et pommade;1;EUCALYPTUS GLOBULUS POUR PRÉPARATIONS HOMÉOPATHIQUES
poudre pour solution à diluer pour perfusion;1;ALGLUCOSIDASE ALFA 
comprimé sécable;1;ESTRIOL
pommade;1;CONCENTRAT DE VITAMINE A SYNTHÉTIQUE, FORME HUILEUSE
poudre pour solution buvable;1;SORBITOL
comprimé à croquer;3;CARBONATE DE CALCIUM;MAGNÉSIUM (CARBONATE DE) LÉGER;KAOLIN LOURD
sirop;1;MALÉATE DE DEXCHLORPHÉNIRAMINE
solution injectable;2;CHLORHYDRATE DE LIDOCAÏNE;TARTRATE D'ADRÉNALINE
comprimé sécable;1;RÉPAGLINIDE
solution injectable;1;TESTOSTÉRONE (UNDÉCANOATE DE)
solution injectable pour perfusion;1;ACÉTYLCYSTÉINE
comprimé pelliculé;1;AZITHROMYCINE MONOHYDRATÉE
comprimé sécable pour suspension buvable;2;LÉVODOPA;BENSÉRAZIDE (CHLORHYDRATE DE)
solution injectable;1;CHLORHYDRATE DE VÉRAPAMIL
comprimé;2;SPIRONOLACTONE;ALTIZIDE
solution pour application;1;CHLORHEXIDINE (DIGLUCONATE DE), SOLUTION DE
solution à diluer pour perfusion;1;TACROLIMUS MONOHYDRATÉ
gélule;1;PALMIER DE FLORIDE (SERENOA REPENS (W.BARTRAM) SMALL.) (EXTRAIT DU FRUIT DE)
comprimé enrobé;4;BALLOTE (EXTRAIT SEC DE);AUBÉPINE (SOMMITÉ FLEURIE D') (EXTRAIT SEC DE);VALÉRIANE (RACINE DE) (EXTRAIT SEC DE);PASSIFLORE (EXTRAIT DE) (SEC)
comprimé pelliculé;1;SUCCINATE DE SOLIFÉNACINE
comprimé pelliculé;1;SODIUM (FUSIDATE DE)
comprimé;3;CALADIUM SEGUINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES;TABACUM POUR PRÉPARATIONS HOMÉOPATHIQUES
poudre pour usage parentéral;1;IFOSFAMIDE
comprimé;1;ACICLOVIR
comprimé enrobé;2;AUBÉPINE (SOMMITÉ FLEURIE D') (EXTRAIT SEC DE);VALÉRIANE (RACINE DE) (EXTRAIT SEC AQUEUX DE)
comprimé(s) pelliculé;2;VALÉRATE D'ESTRADIOL;DIÉNOGEST
comprimé;1;ACÉTYLLEUCINE
 comprimé et solution(s) et granules et poudre et pommade;1;COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé pelliculé;1;TIAGABINE (CHLORHYDRATE DE) MONOHYDRATÉ
emplâtre médicamenteux(se);1;LIDOCAÏNE
granules et  solution en gouttes en gouttes;1;CHIMAPHILA UMBELLATA POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé pelliculé;2;EMTRICITABINE;MALÉATE DE TÉNOFOVIR DISOPROXIL
suspension pour application;1;SÉLÉNIUM (SULFURE DE)
comprimé enrobé à libération prolongée;1;DICLOFÉNAC SODIQUE
solution pour perfusion;1;SULFATE D'AMIKACINE
solution buvable;1;SULPIRIDE
collyre en solution;1;PILOCARPINE (NITRATE DE)
 comprimé et solution(s) et granules et poudre et pommade;1;CACTUS GRANDIFLORUS POUR PRÉPARATIONS HOMÉOPATHIQUES
suspension pour inhalation;1;XINAFOATE DE SALMÉTÉROL
poudre et  solvant pour solution;1;CHLORURE D'ACÉTYLCHOLINE
solution injectable;1;CHLORHYDRATE DE PROMÉTHAZINE
comprimé pelliculé;2;INDAPAMIDE;TOSILATE DE PÉRINDOPRIL
poudre pour solution pour perfusion;1;CHLORHYDRATE DE GEMCITABINE
comprimé pelliculé;1;LÉTROZOLE
solution injectable;1;FRAGMENTS F(AB')2 D'IMMUNOGLOBULINE ÉQUINE RABIQUE 
gélule;1;FUMETERRE (PARTIE AÉRIENNE FLEURIE DE) (EXTRAIT SEC DE)
plante(s) pour tisane;4;KINKÉLIBA;MAUVE;SOMMITÉ FLEURIE DE ROMARIN;BOLDO (FEUILLE DE)
granules et  solution en gouttes en gouttes;1;CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES
solution pour bain de bouche;3;CHLOROBUTANOL HÉMIHYDRATÉ;CHOLINE (SALICYLATE DE);HEXÉTIDINE
gélule;1;URAPIDIL
comprimé à croquer;1;AMYLASE VÉGÉTALE
comprimé pelliculé;2;IBUPROFÈNE;CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ
poudre pour inhalation;1;FUMARATE DE FORMOTÉROL DIHYDRATÉ
comprimé;1;CIMÉTIDINE
 comprimé et solution(s) et granules et poudre et pommade;1;CHIMAPHILA UMBELLATA POUR PRÉPARATIONS HOMÉOPATHIQUES
 comprimé et solution(s) et granules et poudre et pommade;1;LILIUM TIGRINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
gaz;2;PROTOXYDE D'AZOTE;OXYGÈNE
gélule;1;LACTATE DE PANOBINOSTAT ANHYDRE
comprimé;1;FLUBENDAZOLE
poudre pour solution buvable;1;TROXÉRUTINE
sirop;1;LACOSAMIDE
comprimé sécable;1;CARVÉDILOL
comprimé pelliculé;1;SUCCINATE DE TÉNOFOVIR DISOPROXIL
poudre et  poudre pour solution buvable;5;CHLORURE DE SODIUM;CHLORURE DE POTASSIUM;SULFATE DE SODIUM ANHYDRE;MACROGOL 3350;BICARBONATE DE SODIUM
solution injectable;1;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ
poudre et  solvant pour solution injectable;1;ABEILLE (VENIN D')
comprimé enrobé;1;DIMÉCROTATE DE MAGNÉSIUM
suspension injectable;1;NEISSERIA MENINGITIDIS (OLIGOSIDE DE) (SOUCHE C11) GROUPE C CONJUGUÉ À LA PROTÉI
solution injectable;1;CHLORHYDRATE DE CLOMIPRAMINE
comprimé à libération prolongée;1;NÉVIRAPINE ANHYDRE
solution injectable;1;NÉOSTIGMINE (MÉTILSULFATE DE)
solution injectable;1;TRASTUZUMAB 
émulsion pour perfusion;3;TRIGLYCÉRIDES D'ACIDES OMÉGA-3 ;TRIGLYCÉRIDES À CHAÎNE MOYENNE;HUILE DE SOJA RAFFINÉE
solution et  solution et  émulsion pour perfusion;27;MAGNÉSIUM (ACÉTATE DE) TÉTRAHYDRATÉ;PROLINE;CYSTÉINE;TAURINE;HUILE D'OLIVE RAFFINÉE;ACIDE GLUTAMIQUE;LYSINE MONOHYDRATÉE;THRÉONINE;ASPARTIQUE (ACIDE);ALANINE;HUILE DE SOJA RAFFINÉE;CHLORURE DE CALCIUM DIHYDRATÉ;HISTIDINE;PHÉNYLALANINE;LEUCINE;ISOLEUCINE;SÉRINE;TRYPTOPHANE L;ACÉTATE DE POTASSIUM;GLUCOSE MONOHYDRATÉ;MÉTHIONINE;VALINE;GLYCÉROPHOSPHATE DE SODIUM HYDRATÉ;CHLORHYDRATE DE L-ORNITHINE;ARGININE;TYROSINE;GLYCINE
comprimé quadrisécable;1;CLONAZÉPAM
gélule;1;ORTHOSIPHON (FEUILLE ET DE TIGE D'), EXTRAIT SEC DE
 comprimé et solution(s) et granules et poudre et pommade;1;NITRICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
gel pour application;1;ISOTRÉTINOÏNE
solution injectable;3;TROPICAMIDE;CHLORHYDRATE DE PHÉNYLÉPHRINE;CHLORHYDRATE DE LIDOCAÏNE
émulsion pour perfusion;3;HUILE DE POISSON RICHE EN ACIDES OMÉGA-3 ;GLYCÉROL;PHOSPHATIDES D'OEUF PURIFIÉS
gélule;1;HAMAMÉLIS DE VIRGINIE
comprimé pelliculé à libération prolongée;1;PENTOXIFYLLINE
poudre et  solvant pour solution injectable;1;CORTICORÉLINE (HUMAINE) SYNTHÉTIQUE (TRIFLUOROACÉTATE DE)
gélule;1;SULFATE D'ISAVUCONAZONIUM
comprimé;1;HYMÉCROMONE
comprimé pelliculé;1;DICHLORHYDRATE DE TRIMÉTAZIDINE
poudre et  solvant pour solution injectable;1;GLUCAGON HUMAIN BIOGÉNÉTIQUE
 comprimé et solution(s) et granules et poudre et pommade;1;MEZEREUM POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé;1;DISULFIRAME
gel;2;AESCINE;SALICYLATE DE DIÉTHYLAMINE
comprimé pelliculé;2;HYDROCHLOROTHIAZIDE;CHLORHYDRATE DE NÉBIVOLOL
comprimé gastro-résistant(e);1;RABÉPRAZOLE SODIQUE MONOHYDRATÉ
crème;1;NITRATE D'ÉCONAZOLE
gélule;2;AUBÉPINE (SOMMITÉ FLEURIE D') (EXTRAIT SEC DE);PASSIFLORE (EXTRAIT DE) (SEC)
lyophilisat;1;ÉBASTINE
pommade;1;DIPROPIONATE DE BÉTAMÉTHASONE
solution buvable gouttes;1;PIPAMPÉRONE (CHLORHYDRATE DE)
comprimé sécable;1;CHLORHYDRATE DE BAMBUTÉROL
solution injectable;1;TRIPHOSADÉNINE SODIQUE
poudre pour suspension et;1;SODIUM (POLYSTYRÈNE SULFONATE DE)
solution et  solution pour application;1;DIGLUCONATE DE CHLORHEXIDINE
sirop;2;PHOLCODINE;ÉRYSIMUM (SOMMITÉ FLEURIE D') (EXTRAIT FLUIDE DE)
suppositoire;2;DIPROPHYLLINE;TÉRÉBENTHINE (HUILE ESSENTIELLE DE) (PRODUITS D'OXYDATION DE L')
solution buvable;1;HALOPÉRIDOL
comprimé pelliculé;1;CHLORHYDRATE DE VENLAFAXINE
poudre pour solution à diluer pour perfusion;1;TRASTUZUMAB 
pommade;3;DIOXYDE DE TITANE;BAUME DU PÉROU;OXYDE DE ZINC
poudre et  solvant pour solution injectable;1;FACTEUR DE COAGULATION AYANT UNE ACTIVITÉ COURT-CIRCUITANT L'INHIBITEUR DU FACTE
sirop;1;PIMÉTIXÈNE
solution injectable;1;FLUORODOPA [18F]
pommade;2;CALCIPOTRIOL MONOHYDRATÉ;DIPROPIONATE DE BÉTAMÉTHASONE
comprimé;1;CHLORHYDRATE DE BUPRÉNORPHINE
solution injectable;1;CHLORHYDRATE DE DOXORUBICINE
comprimé pelliculé;1;DIMALÉATE D'AFATINIB
solution pour dialyse péritonéale;5;CHLORURE DE SODIUM;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;GLUCOSE MONOHYDRATÉ;SODIUM (LACTATE DE), SOLUTION DE;CHLORURE DE CALCIUM DIHYDRATÉ
solution injectable;1;CHLORHYDRATE D'ISOPRÉNALINE
 comprimé et solution(s) et granules et poudre et pommade;1;ARALIA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé;2;PHÉNOBARBITAL;CAFÉINE
sirop;1;MÉQUITAZINE
 comprimé et solution(s) et granules et poudre et pommade;1;CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES
solution pour perfusion;5;CHLORURE DE SODIUM;CHLORURE DE POTASSIUM;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;GÉLATINE FLUIDE MODIFIÉE ;SODIUM (LACTATE DE), SOLUTION DE
comprimé pelliculé;1;MÉSYLATE D'OSIMERTINIB
granules et  poudre et  solution en gouttes en gouttes;1;FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
 comprimé et solution(s) et granules et poudre et pommade;1;CALCAREA FLUORICA POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé pelliculé;1;CHLORHYDRATE DE TAPENTADOL
gel;1;PARAFFINE LIQUIDE
comprimé dispersible;1;LAMOTRIGINE
capsule molle;1;PROGESTÉRONE
poudre pour solution à diluer pour perfusion;1;TRABECTÉDINE
solution injectable pour perfusion;1;CHLORHYDRATE DE QUININE
comprimé sécable;1;CHLORHYDRATE DE SOTALOL
solution injectable;4;QUINIDINE (GLUCONATE DE);CINCHONINE (CHLORHYDRATE DE);GLUCONATE DE QUININE;CINCHONIDINE (CHLORHYDRATE DE)
solution buvable;1;CITRATE DE PENTOXYVÉRINE
crème;1;CHLORHYDRATE DE MÉTHYL AMINOLÉVULINATE
solution pour pulvérisation;2;TÉTRACAÏNE (CHLORHYDRATE DE);HEXAMIDINE (DIISÉTIONATE D')
suspension buvable;1;ALBENDAZOLE
solution injectable;1;URAPIDIL (CHLORHYDRATE D')
comprimé;1;PROPIONATE D'ÉRYTHROMYCINE
poudre et  solvant pour solution injectable;2;HORMONE FOLLICULO STIMULANTE ;HORMONE LUTÉINISANTE HUMAINE 
comprimé orodispersible;6;APIS MELLIFICA POUR PRÉPARATIONS HOMÉOPATHIQUES;MERCURIUS SOLUBILIS POUR PRÉPARATIONS HOMÉOPATHIQUES;BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES;PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES;PHYTOLACCA DECANDRA POUR PRÉPARATIONS HOMÉOPATHIQUES;MERCURIUS CORROSIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES
solution injectable;1;ÉTANERCEPT 
poudre pour suspension buvable;1;SUCCINIMIDE
solution buvable en gouttes;6;ACETICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;TARAXACUM DENS LEONIS POUR PRÉPARATIONS HOMÉOPATHIQUES;LACTICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;PHOSPHORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;SYZYGIUM JAMBOLANUM POUR PRÉPARATIONS HOMÉOPATHIQUES;HELONIAS DIOICA POUR PRÉPARATIONS HOMÉOPATHIQUES
pâte dentifrice;2;SODIUM (RICINOLÉATE DE);LACTATE D'ÉTHACRIDINE
gélule;1;CHLORHYDRATE DE MIGALASTAT
comprimé pelliculé;1;CITRATE DE SILDÉNAFIL
poudre pour inhalation;1;PROPIONATE DE FLUTICASONE
solution injectable;1;IODIXANOL
 comprimé et solution(s) et granules et poudre et pommade;1;NATRUM CARBONICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
shampooing;1;CICLOPIROX OLAMINE
suspension injectable;1;INSULINE ASPARTE ISOPHANE BIPHASIQUE 
solution injectable pour usage dentaire;2;TARTRATE DE NORADRÉNALINE;CHLORHYDRATE DE LIDOCAÏNE
comprimé pelliculé sécable;1;CHLORHYDRATE DIHYDRATÉ DE VALACICLOVIR
comprimé pelliculé à libération prolongée;1;INDAPAMIDE HÉMIHYDRATÉ
solution pour perfusion;6;ACÉTATE DE SODIUM TRIHYDRATÉ;CHLORURE DE SODIUM;CHLORURE DE POTASSIUM;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;GÉLATINE FLUIDE MODIFIÉE ;CHLORURE DE CALCIUM DIHYDRATÉ
comprimé gastro-résistant(e);1;ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ
gélule à libération prolongée;2;ACÉTYLSALICYLIQUE (ACIDE);DIPYRIDAMOLE
pommade;1;MELALEUCA VIRIDIFLORA (ESSENCE DE)
ovule;1;BENZALKONIUM (CHLORURE DE), SOLUTION DE
pastille;2;DIGLUCONATE DE CHLORHEXIDINE;TÉTRACAÏNE (CHLORHYDRATE DE)
comprimé;2;CHLORHYDRATE DE PSEUDOÉPHÉDRINE;PARACÉTAMOL
comprimé et  gélule;3;CHLORHYDRATE DE PSEUDOÉPHÉDRINE;PARACÉTAMOL;MALÉATE DE CHLORPHÉNAMINE
solution injectable;1;MÉTHOTREXATE
solution pour perfusion;3;CHLORURE DE SODIUM;CHLORURE DE POTASSIUM;GLUCOSE ANHYDRE
ovule;1;ISOCONAZOLE (NITRATE D')
comprimé enrobé;1;CHLORHYDRATE DE THIAMINE
poudre pour suspension buvable en pot;2;PARAFFINE LIQUIDE LÉGÈRE;ISPAGHUL (TÉGUMENT DE LA GRAINE D') (POUDRE DE)
solution injectable pour perfusion;2;TRIMÉTHOPRIME;SULFAMÉTHOXAZOLE
gélule;1;INDINAVIR (SULFATE D')
solution injectable;1;SUCCINATE DE LOXAPINE
gélule;3;ESTRIOL;PROGESTÉRONE;LACTOBACILLUS CASEI
solution injectable;1;CERTOLIZUMAB PÉGOL 
comprimé pelliculé sécable;3;MÉTILSULFATE DE TIÉMONIUM;COLCHICINE;POUDRE D'OPIUM
solution injectable;1;CHLORHYDRATE DE MORPHINE
gélule;1;TRANDOLAPRIL
comprimé pelliculé;1;PRISTINAMYCINE
comprimé;1;ZOLMITRIPTAN
solution pour application;1;CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé pelliculé;1;TOSILATE DE SORAFÉNIB
solution buvable;4;HAMAMÉLIS DE VIRGINIE (EXTRAIT D') (FLUIDE);CALAMUS (EXTRAIT FLUIDE DE);VIBURNUM (EXTRAIT DE) (FLUIDE);PISCIDIA (EXTRAIT FLUIDE DE)
comprimé à croquer;2;ASCORBATE DE SODIUM;ACIDE ASCORBIQUE
comprimé sécable;1;TÉTRABÉNAZINE
solution injectable pour perfusion;1;MILRINONE
solution;3;ANTIMONIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;HYOSCYAMUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES
collyre;1;PLANTAIN LANCÉOLÉ (FEUILLE DE) (EXTRAIT MOU DE)
crème;1;CROTAMITON
collyre en solution;1;CHLORHYDRATE DE CARTÉOLOL
solution injectable;1;ACIDE ASCORBIQUE
comprimé enrobé;1;FUMETERRE (PARTIE AÉRIENNE FLEURIE DE) (EXTRAIT SEC DE)
solution injectable;1;POLYOSIDE DE SALMONELLA TYPHI SOUCHE TY2
comprimé;1;NAFTAZONE
comprimé;1;DIÉNOGEST
comprimé à libération modifiée;2;INDAPAMIDE;BÉSILATE D'AMLODIPINE
collyre en solution;1;HEXAMIDINE (DIISÉTIONATE D')
comprimé enrobé;3;MÉLISSE (FEUILLE DE) (EXTRAIT SEC DE);VALÉRIANE (RACINE DE) (EXTRAIT SEC DE);PASSIFLORE (EXTRAIT DE) (SEC)
 comprimé et solution(s) et granules et poudre et pommade;1;AGRAPHIS NUTANS POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé enrobé;1;CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ
solution pour perfusion;1;PHOSPHATE MONOPOTASSIQUE
sirop;1;CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ
gélule;3;TILIQUINOL;LAURILSULFATE DE TILIQUINOL;TILBROQUINOL
granulés gastro-résistant(e) pour suspension buvable;1;ÉSOMÉPRAZOLE MAGNÉSIQUE TRIHYDRATÉ
comprimé enrobé sécable;1;TÉTRAZÉPAM
comprimé sécable;1;FOSINOPRIL SODIQUE
comprimé orodispersible;1;CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ
solution buvable;1;PIPOTIAZINE
 comprimé et solution(s) et granules et poudre et pommade;1;CLEMATIS ERECTA POUR PRÉPARATIONS HOMÉOPATHIQUES
émulsion pour application;1;TROLAMINE
lyophilisat;1;MÉTOPIMAZINE
pâte pour usage dentaire;1;MÉTRONIDAZOLE
suspension buvable;1;MÉTRONIDAZOLE (BENZOATE DE)
comprimé sécable;1;SULPIRIDE
solution gouttes;3;SULFATE DE NÉOMYCINE;SULFATE DE POLYMYXINE B;DEXAMÉTHASONE (MÉTASULFOBENZOATE SODIQUE DE)
comprimé pelliculé à libération prolongée;1;INDAPAMIDE
poudre pour solution pour perfusion ou buvable;1;CHLORHYDRATE DE VANCOMYCINE
comprimé pelliculé sécable;1;BÉTAXOLOL (CHLORHYDRATE DE)
solution pour marquage;1;INDIUM [111 IN] (CHLORURE D')
dispositif;1;FENTANYL
 comprimé et solution(s) et granules et poudre et pommade;1;KALMIA LATIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES
granules et  poudre et  solution en gouttes en gouttes;1;ARGENTUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé sécable;1;ACÉTATE DE FLUDROCORTISONE
poudre pour solution pour perfusion;1;CARFILZOMIB
poudre pour application;3;CALCIUM (UNDÉCYLÉNATE DE);ACIDE UNDÉCYLÉNIQUE;UNDÉCYLÉNATE DE ZINC
suspension pour pulvérisation;1;DIPROPIONATE DE BÉCLOMÉTASONE MONOHYDRATÉ
comprimé;3;CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ;CAFÉINE;PARACÉTAMOL
gélule;1;MÉTOPIMAZINE
comprimé à croquer;1;SODIUM (SULFOSILICOALUMINATE DE)
solution injectable;1;IXÉKIZUMAB 
suspension buvable;1;FELBAMATE
solution injectable;1;CYAMÉMAZINE
 comprimé et solution(s) et granules et poudre et pommade;1;IPÉCA POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé;1;AVANAFIL
solution injectable;1;EPTIFIBATIDE
solution injectable;1;SÉCUKINUMAB 
gélule;1;MILLEPERTUIS (SOMMITÉ FLEURIE) (EXTRAIT SEC DE)
comprimé pelliculé;1;VÉNÉTOCLAX
granules et  crème et  solution en gouttes en gouttes;1;ABROTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé dispersible;1;AMOXICILLINE TRIHYDRATÉE
gélule à libération prolongée;1;DINITRATE D'ISOSORBIDE
comprimé;1;FLUMÉQUINE
solution et  solution pour marquage;1;INDIUM [111 IN] (CHLORURE D')
solution injectable pour perfusion;1;CHLORHYDRATE DE LIDOCAÏNE ANHYDRE
solution pour perfusion;1;LACOSAMIDE
gélule;1;CHLORURE DE POTASSIUM
comprimé enrobé;1;ARTICHAUT (FEUILLE D') (EXTRAIT SEC DE)
 comprimé et solution(s) et granules et poudre et pommade;1;ALUMINA POUR PRÉPARATIONS HOMÉOPATHIQUES
poudre et  solution pour usage parentéral à diluer;1;FOTÉMUSTINE
solution buvable;4;HAMAMÉLIS DE VIRGINIE (EXTRAIT D') (FLUIDE);MARRON D'INDE STABILISÉ (ALCOOLATURE DE);CYPRÈS (TEINTURE DE);ACIDE ASCORBIQUE
 comprimé et solution(s) et granules et poudre et pommade;1;EQUISETUM HIEMALE POUR PRÉPARATIONS HOMÉOPATHIQUES
comprimé;1;CHLORHYDRATE DE BROMHEXINE
 comprimé et solution(s) et granules et poudre et pommade;1;PAEONIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
 comprimé et solution(s) et granules et poudre et pommade;1;MILLEFOLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
solution pour application;2;CHLORHYDRATE DE LIDOCAÏNE;NITRATE DE NAPHAZOLINE
 comprimé et solution(s) et granules et poudre et pommade;1;ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES
solution injectable;1;IMMUNOGLOBULINE HUMAINE TÉTANIQUE 
comprimé pelliculé;2;PIPÉRAQUINE (TÉTRAPHOSPHATE DE) TÉTRAHYDRATÉ;ARTÉNIMOL
granulés;1;PANCRÉAS (POUDRE DE) (PORCINE)
comprimé pelliculé;1;TÉLITHROMYCINE
gel;1;PROGESTÉRONE
solution injectable;1;DITARTRATE DE VINORELBINE
solution buvable;3;MANGANÈSE (GLUCONATE DE);CUIVRE (GLUCONATE DE);GLUCONATE FERREUX
poudre effervescent(e) pour suspension buvable;1;PSYLLIUM (POUDRE DE)
poudre pour solution injectable;1;CHLORHYDRATE DE DILTIAZEM
