B01BC7C8D59A80E648681AE1ABF989736E9F8C9E;comprimé pelliculé;2;OLMÉSARTAN MÉDOXOMIL;HYDROCHLOROTHIAZIDE;ALTEISDUO 20 mg/12,5 mg, comprimé pelliculé
86F16C2978E7CA45CD464EC1FF0298955B60FC09;comprimé;1;NÉVIRAPINE ANHYDRE;NEVIRAPINE MYLAN 200 mg, comprimé
0A78189E79FFF7FB82C9B3A3A23BC50D14BA6425;comprimé pelliculé sécable;1;FUMARATE DE BISOPROLOL;BISOPROLOL BIOGARAN 10 mg, comprimé pelliculé sécable
BA7E40B44ED2C3A8FFF86E306D152B71D5B10EEF;pâte dentifrice;1;FLUORURE DE SODIUM;SANOGYL BLANC FLUOR, pâte dentifrice
A40586ECEE97224A0921A7FDAD3209AA95AF0D91;gel;1;KÉTOCONAZOLE;KETOCONAZOLE BIOGARAN 2 %, gel en sachet-dose
22072225F1965760B030168E422164D7992BDC15;comprimé enrobé;1;VIGNE ROUGE (FEUILLE DE) (EXTRAIT SEC DE);ANTISTAX 360 mg, comprimé enrobé
DEA473CCAB8526747427B15B00B19592E0828804; comprimé et solution(s) et granules et poudre et pommade;1;FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES;FAGOPYRUM ESCULENTUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
4BB6C36EED8A7605025416057621D34C8C48CB3D;comprimé pelliculé;1;CÉFUROXIME AXÉTIL;CEFUROXIME ACTAVIS 500 mg, comprimé pelliculé;FE50B50EA9A1EE8AA3CC58D46C5ADA362AEC6ED9
483AFA9B754E7774D6EAF146EE6415BADDFA37DE;shampooing;1;D-PHÉNOTHRINE;PARASIDOSE, shampooing
2E55081FCBF234025F45A72289CA4F9A81869F3C;solution injectable;1;ÉNOXAPARINE SODIQUE ;ENOXAPARINE CRUSIA 10 000 UI (100 mg)/1 mL, solution injectable en seringue préremplie
6091DF69D0609D2E7333718526FFE5F257B1EC9A;granules et  solution en gouttes en gouttes;1;MELISSA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;MELISSA OFFICINALIS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
6E5FF20AFD3BC02E366DB8FDFD808F3E9B8854E2;trousse radiopharmaceutique;1;TÉTROFOSMIN;MYOVIEW 230 microgrammes. Trousse radiopharmaceutique
2D41F65847034C80E8A7CAD5784D965C2FEAFFE1;gélule;1;SAQUINAVIR (MÉSILATE DE);INVIRASE 200 mg, gélule;4519D367A66C40EF963CE3FD388FCFCC473CB087
C8FDE785D28429662146EB9CBBF671815AFF9D29;comprimé orodispersible;1;MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE;PREDNISOLONE ARROW 20 mg, comprimé orodispersible;0F095A18EF6BB69217F417C31DC87F56C704EDFA
3400BB9E3C7C24DE98A55215BC583FB7FCDF744E;comprimé;1;GLIMÉPIRIDE;GLIMEPIRIDE SANDOZ 1 mg, comprimé
668633CA677FE6490638BD3985DA10E586C3FDC6;poudre pour application;1;NITRATE D'ÉCONAZOLE;ECONAZOLE SANDOZ 1 POUR CENT, poudre pour application cutanée
2EDDDD0F0B43254D358D483B1D4EFB7C8B04FF2E;solution buvable;3;MANGANÈSE (GLUCONATE DE);COBALT (GLUCONATE DE);CUIVRE (GLUCONATE DE);MANGANESE-CUIVRE-COBALT OLIGOSOL, solution buvable en ampoule
EE8373F9EE297410E9611B770BE6EFFE12B98AA2;comprimé gastro-résistant(e);1;PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ;PANTOZOL CONTROL 20 mg, comprimé gastro-résistant;437ADAF9E45AED6BD86A575B45B1A98A81AA1EA5
BA9A72D2BCFB25A8B61F7172A96366D06BEFABBD;solution injectable;1;SOMATROPINE ;OMNITROPE 15 mg/1,5 ml, solution injectable
9DA883EB66C2819AB1CE7EED2A4F94536B6AA7E7;gélule;1;POMALIDOMIDE;IMNOVID 4 mg, gélule
3EA64CDBF4E57399825B5FBA73E14E217DC35AD5;poudre et  solvant pour solution pour perfusion;1;RIFAMPICINE SODIQUE;RIFADINE IV 600 mg, poudre et solvant pour solution pour perfusion
70569EFACBBF639B65C2D517FA18D46E9E8D186A;collyre en solution;1;TIMOLOL (MALÉATE DE);TIMOCOMOD 0,25 POUR CENT, collyre en solution;F982A2BB7B23EB2FC7B92F4A34263CFFC8851A9A
0B48EFD09D17FA7011BC1F79F78251D48710373D;crème;2;PRILOCAÏNE;LIDOCAÏNE;LIDOCAINE/PRILOCAINE ZENTIVA 5 %, crème
18B1529079D4A0657F6FFBE02E6BA0F87085D276;pommade;1;CHLORHYDRATE DE CIPROFLOXACINE;CILOXAN 0,3 %, pommade ophtalmique;28A881B1ECB44E8E08F45D68932201F2415E1984
2F46D99A33231AAE33B176EADB1CAB31E21C25F9;gélule gastro-résistant(e);1;CHLORHYDRATE DE DULOXÉTINE;DULOXETINE BIOGARAN 30 mg, gélule gastro-résistante;D66D22A9605C7F4E0A5C6E128935F09A1B233194
57D8727117742EC25A8801961821CE33E6D2E5A8;comprimé;1;LÉVONORGESTREL;LEVONORGESTREL CRISTERS 1,5 mg, comprimé
80D1C923F7C4A0B5A95F3B5FC9031F06834A5510;solution pour hémodialyse pour hémodialyse et  solution pour hémodialyse pour hémodialyse;6;CHLORURE DE CALCIUM DIHYDRATÉ;CHLORURE DE POTASSIUM;CHLORURE DE SODIUM;BICARBONATE DE SODIUM;CHLORURE DE MAGNÉSIUM HEXAHYDRATÉ;GLUCOSE MONOHYDRATÉ;MULTIBIC 2 mmol/l POTASSIUM, solution pour hémodialyse/hémofiltration
FDE7E8B4535EF17EF6589309FB3FFA65BABB093A;gélule;1;OLAPARIB;LYNPARZA 50 mg, gélule
D03FC7C8A232427809EB3897680237FF05FEC381;solution buvable gouttes;1;CLONAZÉPAM;RIVOTRIL 2,5 mg/ml, solution buvable en goutte
FF609033D0A6E6578CDE6898941839F39F6EBA31;comprimé;2;CHOLÉCALCIFÉROL (CONCENTRAT DE), FORME PULVÉRULENTE;ALENDRONATE MONOSODIQUE TRIHYDRATÉ;ACIDE ALENDRONIQUE/VITAMINE D3 BGR 70 mg/5600 UI, comprimé
8A4ABE0A35E8A1EC54622300A7B9A6D412E7AC56;comprimé enrobé;1;PILOCARPINE (CHLORHYDRATE DE);SALAGEN 5 mg, comprimé enrobé
3F650B5CA6521797B6A03D4CCFEEBD0B0D0CCE96;lyophilisat;1;EXTRAIT ALLERGÉNIQUE DE POLLEN DE FLÉOLE DES PRÉS;GRAZAX 75 000 SQ-T, lyophilisat oral
4F8B5C1C4DF725CF352C6DA929C8B53AFD34A4A4;solution injectable;1;DESMOPRESSINE (ACÉTATE DE) TRIHYDRATÉ;MINIRIN 4 microgrammes/ml, solution injectable
2D9EF0A283C3B471CC10173B453B10EBDFC8E2D5;solution injectable;1;NADROPARINE CALCIQUE ;FRAXIPARINE 7 600 U.I. Axa/0,8 ml, solution injectable (S.C.) en seringue pré-remplie
624EDA6891187C247A9C136F4C724B252D1B53AA;comprimé pelliculé;3;EMTRICITABINE;ÉFAVIRENZ;PHOSPHATE DE TÉNOFOVIR DISOPROXIL;EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL TEVA 600 mg/200 mg/245 mg, comprimé pelliculé
4DFB021054FD2A1353869CB4C77BBB1985F28976;comprimé;2;HYDROCHLOROTHIAZIDE;TELMISARTAN;TELMISARTAN/HYDROCHLOROTHIAZIDE SANDOZ 40 mg/12,5 mg, comprimé
8EF7548283E15A83C574FBEF0BBF092667F440A7;solution injectable;1;FOLLITROPINE ALFA ;OVALEAP 450 UI/0,75 ml, solution injectable
F12560592F96D16AFD6D756DF5B62CA9CC11B1AD;poudre et  solvant pour solution injectable;1;CEFTRIAXONE SODIQUE;CEFTRIAXONE ZYDUS 1 g/3,5 ml, poudre et solvant pour solution injectable (IM);6BB3E4E57C92D202AB21FEC9AAD5C7C97A0D03C2
360D5143D4DEB5B8F785826E58AE0EBF14F76510;solution injectable pour usage dentaire;2;TARTRATE D'ADRÉNALINE;ARTICAÏNE (CHLORHYDRATE D');ARTINIBSA 40 mg/mL ADRENALINE 1/200000, solution injectable à usage dentaire
A42807EFB271B7F4DA9ED7AB50815C2CD2A0B191;comprimé pelliculé;1;AZITHROMYCINE DIHYDRATÉE;AZADOSE 600 mg, comprimé pelliculé;A99184097D5D72BA6E55297AC5275336B03A9836
4C24EF5C4C77AF3A3FE9D1634E1B6BB4B02FBB5F;comprimé;1;ACIDE-D-(MÉTHOXY-6 ALPHA-MÉTHYL NAPHTALÈNEACÉTIQUE-2);NAPROSYNE 500 mg, comprimé
264D266ABAE0C60C7DFA431F6EB1EE0441FA8619;gélule à libération prolongée;1;KÉTOPROFÈNE;KETOPROFENE TEVA LP 200 mg, gélule à libération prolongée
264B4332A3819DB7ECAD896562C209759A0D099E;comprimé sécable;1;DOXYCYCLINE MONOHYDRATÉE;DOXYLIS 100 mg, comprimé sécable;97C333ED420ADB8FE87D4E5A41465ACACD8AB975
CCE344C8672E70D78D5970535ADBE8A7A17E4FEE;crème;1;DIFLUCORTOLONE (VALÉRATE DE);NERISONE, crème
D06734589FE30B77D8F652BB1DAEA5BD6391FA8A;solution injectable;1;TARTRATE D'ADRÉNALINE;ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable;DA452156DD1D8960A998B0C0FA823CDD01D61754
4578649B3B73E0B285A8B1EF10D21402D6516039; comprimé et solution(s) et granules et poudre et pommade;1;COCCULUS INDICUS POUR PRÉPARATIONS HOMÉOPATHIQUES;COCCULUS INDICUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
E90079934A7C9DC2543F81AE0C3A71A98B424AF4;comprimé à croquer;1;CARBONATE DE LANTHANE HYDRATÉ;FOSRENOL 250 mg, comprimé à croquer;F645D0D8E206CCFEEED1D997A0F0F529D3C9EEBA
135E7D2C1832AA57703195EB99A7B0D2973E897A;comprimé enrobé à libération prolongée;1;PENTOXIFYLLINE;PENTOFLUX LP 400 mg, comprimé enrobé à libération prolongée
51F45165301FD735C12DB5A2CEE4BA5B03DB4081;comprimé;1;FÉNOFIBRATE;FENOFIBRATE ARROW 160 mg, comprimé
E37F26976145B10A90769FE3BEEC57B901E63BA8;comprimé pelliculé;1;DÉSOGESTREL;DESOPOP 75 microgrammes, comprimé pelliculé
3770043556255CEB07E67D6F23BD514D11A1AEBE;gélule;1;PETIT HOUX (EXTRAIT SEC DE);ELUSANES FRAGON 200 mg, gélule
BD5A5F0F213F433BAC86A2F34D81C1FD0D1C7CD6;comprimé sécable;1;RAMIPRIL;RAMIPRIL ZENTIVA 10 mg, comprimé sécable
1554DF4622730653BAC8BED4AF932A466916E2E6;capsule molle;1;ÉSILATE DE NINTÉDANIB;OFEV 150 mg, capsule molle;D46BD81E210CE25B1BF45D92D332FD373AC9A285
A56F46F06695ADBA92CD9B4C1C8BCB994525377D;comprimé pelliculé sécable;2;ALTIZIDE;SPIRONOLACTONE;SPIRONOLACTONE ALTIZIDE MYLAN 25 mg/15 mg, comprimé pelliculé sécable
8CD3F8579F2B4A9B83B3090EF8198DC4D523401A;gélule gastro-résistant(e);1;DIDANOSINE;VIDEX 125 mg, gélule gastro-résistante
8765261FA7B25A69692BDF83813C8DF0310982D8;gel;1;DICLOFÉNAC DE DIÉTHYLAMINE;DICLOFENAC EG LABO 1 %, gel;B30B820BCD9BB8D9A8E7F8866607CDE960643413
250921CB452F5D2B0C3E93A2C0401BD01ACD1298;comprimé;2;PÉRINDOPRIL TERT-BUTYLAMINE;INDAPAMIDE;PERINDOPRIL/INDAPAMIDE ZYDUS FRANCE 8 mg/2,5 mg, comprimé
562735B766232B1B6E0FAE9AE6758D7FD192AF52;comprimé pelliculé;1;MOXONIDINE;MOXONIDINE BIOGARAN 0,4 mg, comprimé pelliculé
72F86E3D0FA5625DCB09D60DC45B1DA77F8DD1C2;solution injectable;1;FLUPENTIXOL (DÉCANOATE DE);FLUANXOL L P 20 mg/ml, solution injectable (IM)
07C13A8CAA2E40C62B72B28F87FEB2B75EB0CCF0;comprimé pelliculé;2;VALSARTAN;HYDROCHLOROTHIAZIDE;VALSARTAN/HYDROCHLOROTHIAZIDE SANDOZ 80 mg/12,5 mg, comprimé pelliculé
7CE6583EB0B1DDA22C7E8E17E793ED7B5317E1E7;solution injectable pour usage dentaire;2;ADRÉNALINE (CHLORHYDRATE D');ARTICAÏNE (CHLORHYDRATE D');ALPHACAINE N, solution injectable à usage dentaire
7E3F0D0B81E7541129740644B40CA47E2B8FAFA8;comprimé orodispersible;1;RISPÉRIDONE;RISPERIDONE TEVA 2 mg, comprimé orodispersible
199AFD794DE3E2891FAD969F2E54704B5F581D73;gélule;1;SILODOSINE;SILODYX 8 mg, gélule
EDAA4513455A0BFDE7C747D42A32BFA922E4EF40;comprimé pelliculé;2;HYDROCHLOROTHIAZIDE;FUMARATE DE BISOPROLOL;BISOPROLOL/HYDROCHLOROTHIAZIDE ZENTIVA 5 mg/6,25 mg, comprimé pelliculé
1E17E8AB48228096776F4B09104959E266FF6551;dispositif;1;TESTOSTÉRONE;TESTOPATCH 1,2 mg/24 heures, dispositif transdermique
BAD777DF102611DCA530DDAB162BE8B492FAA01D;gélule;1;BUSSEROLE (FEUILLE DE) (POUDRE DE);ARKOGELULES BUSSEROLE, gélule
99470D6A7353D1C28A9043894B92598AC1E88A98;suspension pour pulvérisation;2;CHLORHYDRATE D'AZÉLASTINE;PROPIONATE DE FLUTICASONE;SYNAZE 137 microgrammes/50 microgrammes, suspension pour pulvérisation nasale
14210EC569211AE37FCFBDE6EE96809753E6DD29;gélule;1;ZONISAMIDE;ZONEGRAN 50 mg, gélule
223E32C5002D584FA9A350CC974212469E3C5110;comprimé sécable;1;PHÉNOXYMÉTHYLPÉNICILLINE;ORACILLINE 1 000 000 UI, comprimé sécable
B4F6C48081B50EDDC721200B08B9123A04FED95B;comprimé pelliculé;1;MONTÉLUKAST SODIQUE;MONTELUKAST EVOLUGEN 10 mg, comprimé pelliculé;0F1B151E2F22FD4A36308DDA4FEF33E5D8A0A095
675DB93144B6FCBEF9B941E6D1D5C481C1078E34;gaz pour inhalation;1;OXYGÈNE;OXYGENE MEDICINAL LIQUIDE SOMAL, gaz pour inhalation, pour évaporateur fixe
BC7E934CB2F89AC4EA282E181CDB10963300E01A;solution injectable;1;FUROSÉMIDE;FUROSEMIDE RENAUDIN 250 mg/25 mL, solution injectable
180F6389C8C6E6551E20AD2D489D9AA8242FF5EE;gélule;1;TRANDOLAPRIL;ODRIK 4 mg, gélule
157F2532C03C568A65A94DA2741277E29826C6AE;solution à diluer pour perfusion;1;PAMIDRONATE DE SODIUM;PAMIDRONATE DE SODIUM HOSPIRA 6 mg/ml, solution à diluer pour perfusion
D732900EFC4DD7B2A796735511189F9B37100018;solution pour inhalation par nébuliseur;1;IPRATROPIUM (BROMURE D') MONOHYDRATÉ;IPRATROPIUM TEVA 0,25 mg/1 ml ENFANTS, solution pour inhalation par nébuliseur en récipient unidose;5AEFAEDF7BD32313F1E91075EE53933CBD43BB24
D4951CF81B3DC2C04C8B1AB5745FFD88F7575D5F;comprimé enrobé;1;ARTICHAUT (FEUILLE D') (EXTRAIT SEC DE);CHOPHYTOL, comprimé enrobé
D5524D2E03FB6237BF14FDE7F497C404C42D2707;comprimé pelliculé sécable;1;BROMHYDRATE DE CITALOPRAM;CITALOPRAM ISOMED 20 mg, comprimé pelliculé sécable;45D3E40E1ACDBABCAFAB1CA987630EB0E5F63DD7
99218FA146921D7C75AEF9EAF1524C05ECEEDE04;comprimé à libération prolongée;1;CHLORHYDRATE DE MÉTHYLPHÉNIDATE;METHYLPHENIDATE MYLAN PHARMA LP 18 mg, comprimé à libération prolongée;FAE191F46283792F81374E7BA2104F36DCFCE5DB
A63284E3414D96A8120F9787239CE0462A3F14AD;comprimé à libération prolongée;1;FUMARATE DE QUÉTIAPINE;QUETIAPINE EVOLUGEN LP 400 mg, comprimé à libération prolongée;26F9113CA70A6A314EBD5B2D9E6F38AFBE70B5EF
6BEC684D24E9F82194A00B8710FCF8881F3F47EF;bâton pour application;2;CAPSICUM (OLÉORÉSINE DE);SALICYLATE DE MÉTHYLE;BAUME CUROMAL, bâton pour application cutanée
88248788D667A18D1D1773C05CD6BB661C126082; comprimé et solution(s) et granules et poudre et pommade;1;ASPARAGUS OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;ASPARAGUS OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
6E898B6AEF677BAC33ADA6936D7ACDF4D6164A36;solution pour perfusion;1;LÉVOFLOXACINE HÉMIHYDRATÉE;TAVANIC 5 mg/ml, solution pour perfusion;D6D44DA6B7C62A07F17F2ABDC5A641B58E6B7B24
F00604D7A5FBCA5A1CC6E8C06D475D6D58913322;comprimé;1;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ;SIFROL 0,18 mg, comprimé;0F90120B8252DE91CEDE4377A5FB43D9DD6BE50C
A09D6FE53B05ADFD64B418EFD7BDFA906CB56C3B;poudre et  solvant pour solution injectable;1;EFTRÉNONACOG ALFA ;ALPROLIX 250 UI, poudre et solvant pour solution injectable
67B9F81C5EDC4FF7ED7B7D5970BAA66F90C7C3D4;comprimé pelliculé sécable;1;BROMHYDRATE DE CITALOPRAM;CITALOPRAM BLUEFISH 20 mg, comprimé pelliculé sécable;02B462C25D395A93C3BA0A10AE57F9B0AF08BA61
5BFF6AAB7DD6DAD5AF4537D8F653929275F492B1; comprimé et solution(s) et granules et poudre et pommade;1;SALIX ALBA POUR PRÉPARATIONS HOMÉOPATHIQUES;SALIX ALBA BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH
0BFB6A2B87C9EFAFC78A338CFFA541473B39913C;gélule;1;DANTROLÈNE SODIQUE;DANTRIUM 25 mg, gélule
CEE198DA79E19F91CC88238E14DC1D2483B75CB2;comprimé;2;PÉRINDOPRIL ARGININE;BÉSILATE D'AMLODIPINE;COVERAM 5 mg/10 mg, comprimé
26D9B87EB66C0F68F8F63BD9D7173F6542FE07FE;gélule à libération prolongée;1;BROMHYDRATE DE GALANTAMINE;GALANTAMINE CRISTERS LP 8 mg, gélule à libération prolongée;7B1307C8EBF488B46EC42FE2CB7FB075DE90482E
E42AC435123DD42E6313624304C9B0E5474B56FE;solution buvable gouttes;1;TRIHEXYPHÉNIDYLE (CHLORHYDRATE DE);ARTANE 0,4 POUR CENT, solution buvable en gouttes
69205102C5FD76B091C4B2E082F59B93D12C9D62;comprimé sécable;1;PÉRINDOPRIL TERT-BUTYLAMINE;PERINDOPRIL ARROW LAB 4 mg, comprimé sécable;EE860D3BF40E4F29BDF7C4E952281BB4540BEAE5
E42B24E8425C1312D05B03FAD01B4D66A83FA3BD;comprimé;1;ALENDRONATE MONOSODIQUE TRIHYDRATÉ;ACIDE ALENDRONIQUE EG 70 mg, comprimé;43914C14A343BEC6C209F7570C9EB06B82EB7EFC
1779BC86FAB33AADBABAF03735D4F954F943CCA7;solution buvable;1;CITRATE DE LITHIUM;GRANIONS DE LITHIUM 1 mg/ 2 ml, solution buvable en ampoule;6DB33A792F7B4F4562A2762539A780596ADF7EB3
0C5431C229B0FF392E88E3140620BD7C0AA9EC8A;poudre et  poudre;5;CHLORHYDRATE DE L-ARGININE;ACIDE CITRIQUE ANHYDRE;SORBITOL;SODIUM (PHOSPHATE MONOACIDE DE) ANHYDRE;SULFATE DE SODIUM ANHYDRE;HEPARGITOL, poudre orale en sachet bipoche
1530590105D8921F15CC9DC0F49855B7A3ECE421;comprimé;1;DIHYDROGÉNOPHOSPHATE DE RILMÉNIDINE;RILMENIDINE EG 1 mg, comprimé;229C05E9B23CE304D6D7BE01D94DF92F50F438C6
1C575D1CF1C0CF8134E7FA51CBC5ABB1149F333A;poudre pour solution injectable ou pour perfusion;1;CITRATE DE DACARBAZINE;DACARBAZINE LIPOMED 200 mg, poudre pour solution injectable ou perfusion;348F1D5F2975AB9009E4247A549F04DDC91102A5
64E45038CFF5C4F8D4F1F25D213754D3B9AACC93;poudre et  solvant pour solution injectable;1;FACTEUR VIII DE COAGULATION HUMAIN ;OCTANATE 100 UI/ml, poudre et solvant pour solution injectable
C6E14A72F44CE049D87650BA137E57B877D3792D;comprimé pelliculé;1;PÉRAMPANEL;FYCOMPA 12 mg, comprimé pelliculé
9D6CEAC0398BE9E9F16F3DF405560229CC58E31F;comprimé pelliculé sécable;1;FLUVOXAMINE (MALÉATE DE);FLUVOXAMINE TEVA 50 mg, comprimé pelliculé sécable
840B7C6958FDDEB7A4ABEA637C294FFB73585568;solution injectable;1;ALPROSTADIL;ALPROSTADIL PANPHARMA 0,5 mg/ml, solution injectable
7F0CA236D15DB2912AC618023255E9420B89A508;gélule;1;PHOSPHATE D'OSÉLTAMIVIR;EBILFUMIN 75 mg, gélule;02ADB5478CF4AF02EDC128B1A448F49A697A8770
FB697ECFB7FE5CBFA6740AA3D9BC9FE859588C7F;gélule gastro-résistant(e);1;DIDANOSINE;VIDEX 200 mg, gélule gastro-résistante
0B4D04572D3A78D3DBC9DAA39D2FE1A237CA3264;comprimé pelliculé;2;LOSARTAN POTASSIQUE;HYDROCHLOROTHIAZIDE;LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN 100 mg/25 mg, comprimé pelliculé
DEDB99E9D13FADAA12256C6AFD7EC58CD70CFA4B;comprimé pelliculé sécable;1;CHLORHYDRATE DE LERCANIDIPINE;LERCANIDIPINE EG 10 mg, comprimé pelliculé sécable
43C28877F0B353EFE05EECC8156A2C474CFF9BBB;solution pour application;1;ALOÉS DU CAP;CONTRE-COUPS DE L'ABBE PERDRIGEON, solution pour application cutanée
552558DFEBE1B4D3C323BF3CD9DC97CE73A32FB4;poudre pour solution injectable;1;TOXINE BOTULINIQUE TYPE A ;BOCOUTURE 50 unités, poudre pour solution injectable
79404A6473D6B886A65058D2DE49AF3E3A743DB3;poudre et  solvant pour solution;1;CHLORURE D'ACÉTYLCHOLINE;MIOCHOLE 20 mg, poudre et solvant pour solution intra-oculaire
99B210636F46A5CFD603CC52D72865F8B2BFB869;comprimé enrobé;5;POLYENZYME FONGIQUE;DIASTASE DE L'ORGE GERMÉE;RIZOLIPASE;ALPHA-AMYLASE ;PROTÉASE FONGIQUE;ENTECET, comprimé enrobé
06F62BFE9C180D60AD51F126C0532286B2AC3192;solution;3;HYOSCYAMUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES;AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES;W 442, solution buvable en gouttes
3BA9F24C4A45FCC295EB0EB112550A010C012C06;poudre pour solution pour perfusion;1;VÉLAGLUCÉRASE ALFA ;VPRIV 400 unités, poudre pour solution pour perfusion
9F51598A410DF21498D8E8789DC571D39F9ECF26;comprimé pelliculé;1;VIGABATRINE;SABRIL 500 mg, comprimé pelliculé
35685F174B545B537B66F10DE2C505D18B8674E4;solution injectable ou pour perfusion;1;CHLORHYDRATE D'OXYCODONE;OXYCODONE MEDAC 10 mg/mL, solution injectable/pour perfusion;BF10BFE7BDA2D88C6C2F99E896C8ABF6CB03D5B7
9AA74F879E7DC629B411B8C1E4074E10DB0CD515;gélule;1;FÉNOFIBRATE;FENOFIBRATE TEVA 100 mg, gélule
74BE633CEF3A04322C744CD177314ADBE8BFE6E8;gélule;1;TÉMOZOLOMIDE;TEMOZOLOMIDE ACCORD 100 mg, gélule
F33C9C2E1A23CAB28621B5B72AB867579A307BD2;gélule;1;FLUCONAZOLE;FLUCONAZOLE BIOGARAN 100 mg, gélule
F06CD1FBC23F3E0BCC965E829CB6AEC914568859;comprimé enrobé;2;ÉTHINYLESTRADIOL;GESTODÈNE;MELIANE, comprimé enrobé
B8E124ED97D26B10290F3C56E4B9C6F2F754A968; comprimé et solution(s) et granules et poudre et pommade;1;ABSINTHIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;ABSINTHIUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
AC35206F7548BB18498588E917B44892753739E0;pastille;3;CHLORHYDRATE DE LIDOCAÏNE;ALCOOL DICHLORO-2,4 BENZYLIQUE;AMYLMÉTACRÉSOL;HUMEX MAL DE GORGE LIDOCAINE/ALCOOL DICHLOROBENZYLIQUE/AMYLMETACRESOL 2 mg/1,2 mg/0,6 mg MENTHE, pastille
7569DD33483FF075058828B6DF75079C7914F11A;comprimé pelliculé;1;IRBÉSARTAN;IRBESARTAN BGR 75 mg, comprimé pelliculé
A4677F1ECA76A8D123518E72428CAAFB3AF8D8F4;comprimé pelliculé sécable;1;CHLORHYDRATE DE MIANSÉRINE;MIANSERINE SANDOZ 60 mg, comprimé pelliculé sécable
ABEC1DDD723E9447EBAB0A60D3E47DF9B4CE2E01; comprimé et solution(s) et granules et poudre et pommade;1;ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES;ARNICA MONTANA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
582E63D430BE9D9373A3661CBC842661FCB6E726;poudre pour solution buvable;1;DL-LYSINE (ACÉTYLSALICYLATE DE);HUVANOF 100 mg NOURRISSONS, poudre pour solution buvable en sachet-dose;B2088896091B486191BB666CC259F5A44DC1C605
1717C20D69EAED1A4216E0C84905C3C97E9116AA;vernis à ongles médicamenteux(se);1;CHLORHYDRATE D'AMOROLFINE;AMOROLFINE RANBAXY 5 %, vernis à ongles médicamenteux;E89A63BFBB9764C5254C4483FFE8245A86973AE3
4E83ADABC001D5D6A92515DC2E176CD7206301CB;pastille à sucer;1;EXTRAIT SEC DE FEUILLE DE LIERRE GRIMPANT;ACTIVOX EXPECTORANT LIERRE SANS SUCRE, pastille édulcorée l'isomalt et à l'acésulfame de potassium
45E3A05FB5B96D298DFB76DA8FC621BBDA00F2ED;solution injectable;1;FLUORODOPA [18F];DOPAVIEW 222 MBq/mL, solution injectable
BCCA70248DC2C8582D3CEDEA3866733FC05AA6DF;comprimé sécable;2;MALÉATE D'ÉNALAPRIL;HYDROCHLOROTHIAZIDE;ENALAPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 20 mg/12,5 mg, comprimé sécable
92EB4E4FF16D0B0714D8F255DA246346F95F588A;comprimé pelliculé;3;EMTRICITABINE;ÉFAVIRENZ;SUCCINATE DE TÉNOFOVIR DISOPROXIL;EFAVIRENZ/EMTRICITABINE/TENOFOVIR DISOPROXIL SANDOZ 600 mg/200 mg/245 mg, comprimé pelliculé
FCB51294D39D4BE683763756B0371F64E35AFA3F; comprimé et solution(s) et granules et poudre et pommade;1;ANACARDIUM OCCIDENTALE POUR PRÉPARATIONS HOMÉOPATHIQUES;ANACARDIUM OCCIDENTALE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH
C106AFBEDB2E7606ACCD79C1B92032FE1939B545; comprimé et solution(s) et granules et poudre et pommade;1;HELLEBORUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES;HELLEBORUS NIGER LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH
2DAF3066C41E2FE198FD5B7107DCD3FD723D4FC2;gélule;1;GABAPENTINE;GABAPENTINE EVOLUGEN 100 mg, gélule
6558C7F5DCBA317C1AA00BE71425DF1A6F347235;comprimé pelliculé;1;DESLORATADINE;DASSELTA 5 mg, comprimé pelliculé
B42571A24C2A95E7B62AAF818009CDF51FA19757;comprimé sécable;1;MALÉATE D'ÉNALAPRIL;ENALAPRIL ZENTIVA 20 mg, comprimé sécable
