370192B5F7EA719C07D8D3664F293348A174324B;poudre pour solution pour perfusion;0;GEMCITABINE ARROW 38 mg/ml, poudre pour solution pour perfusion;0
2F78C7AEBB13ACCA825E399119C270310A4D6924; comprimé et solution(s) et granules et poudre et pommade;0;ARSENICUM IODATUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
89E8684445F7905D965A7622C40AF58454F6A79F; comprimé et solution(s) et granules et poudre et pommade;0;PAEONIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
FD2E4C35B0DC255DB8DD0313BD731BC55C72460B;comprimé pelliculé;0;EFAVIRENZ TEVA 600 mg, comprimé pelliculé;0
EF3628D660FF37B18C0AC99DD033D46908AA3B65;gélule;0;TRANDOLAPRIL ACTAVIS 4 mg, gélule;0
B0D2547773937A565E71B19A4F404DD313BC0F78;comprimé gastro-résistant(e);1;PANTOPRAZOLE;PANTOPRAZOLE MYLAN PHARMA 40 mg, comprimé gastro-résistant;0
C11B76E4522509BD808E8893993D67BF93F3FD7D;solution pour bain de bouche;0;PREDYL 10 %, solution pour bain de bouche;0
B89CEEE6DC83D75A8DD57DD712CA2D6DD326AF22;comprimé;0;ALLOPURINOL RANBAXY 200 mg, comprimé;0
40AEC4DE91ECCF1D0F6C36D68C1CF8505A7A6D7B;pommade;1;CALCIPOTRIOL;DAIVONEX 50 microgrammes/gramme, pommade;1;52C47809AB9F33648DD39A71374A52C35178C0DA
C26431A1C873F5D359C499B5915263038D64533D;poudre pour solution injectable;1;CÉFAZOLINE BASE;CEFAZOLINE MYLAN 1 g, poudre pour solution injectable (IM-IV);0
39D71F98891618338A638ACD73BD013A676D7240;comprimé à libération prolongée;1;VENLAFAXINE;VENLAFAXINE BIPHAR 37,5 mg, comprimé à libération prolongée;0
1A3924F780127D08D84A5923678600DBE7148C33; comprimé et solution(s) et granules et poudre et pommade;0;PLANTAGO MAJOR LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
AE2E2EA15EAE35A3D60FF7AA0BEB4D346DD84FBA;poudre pour suspension et;0;KAYEXALATE, poudre pour suspension orale et rectale;0
7CEC0F8CB689B1A559F9991506D0B55375399D38;solution pour perfusion;0;LEVETIRACETAM STRAGEN 500 mg/100 ml, solution pour perfusion;0
DB64BCF99B6A8150465BB85F93C85D88F1F9008B;solution injectable;0;URAPIDIL MYLAN 100 mg/20 ml, solution injectable;0
70DDFEBF0227A91A33BB7775035B4FC3A63A1D20;comprimé pelliculé sécable;0;LOSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 100 mg/25 mg, comprimé pelliculé sécable;0
4769512E412FBAB48F28EF368293205618EB890E;comprimé pelliculé sécable à libération prolongée;0;VERAPAMIL EG L.P. 240 mg, comprimé pelliculé sécable à libération prolongée;0
5F7BF21E957D484F21DB03040172808B0A68D91A;gélule;1;AMOXICILLINE ANHYDRE;AMOXICILLINE ZYDUS FRANCE 500 mg, gélule;1;79364A7B39ACB30824B76B6F79108279C3343651
74E81B86305DC8CFBD51704BCB3AC30653AA0B09;solution injectable;0;BINOCRIT 3000 UI/0,3 ml, solution injectable en seringue pré-remplie;0
80492FC258FB7EA4E21700155842EC4759CB5A6C;comprimé à croquer;1;RALTÉGRAVIR;ISENTRESS 100 mg, comprimé à croquer;0
DF5D4401421CCE628DA89AD0EB65623474957D4D;poudre pour solution à diluer pour perfusion;0;MYOZYME 50 mg, poudre pour solution à diluer pour perfusion;0
8CA4C02A913423EAF2B4B1CE7B9AF36C7DE6571A;comprimé et  comprimé et  comprimé;0;TRIAFEMI, comprimé;0
190D5D8EB54E95DDC61EC4E7ADDD76172FFCD009;emplâtre médicamenteux(se);1;DICLOFÉNAC SODIQUE;FLECTORTISSUGELEP 1 %, emplâtre médicamenteux;1;60E22BD92214653B7FB60B8F2D4513A13DFDF529
23802CB7E0EF5B00EF8D7D5FC193546E04F219A8;granulés pour suspension buvable;0;CLARITHROMYCINE SANDOZ 50 mg/ml, granulés pour suspension buvable;0
D8FC15E2CFD2645F635B1090FCBBDA6342E7EAAC;gélule;1;AMLODIPINE;AMLODIPINE EG 5 mg, gélule;0
111D840B647580A465C39F68EE511A4EE750136D;comprimé pelliculé sécable;0;SIMVASTATINE ZYDUS FRANCE 20 mg, comprimé pelliculé sécable;0
BB03018DD828DEC158C62786C25BCB71B374FF21;comprimé pelliculé;1;LAPATINIB;TYVERB 250 mg, comprimé pelliculé;1;C542B1B56864A0A7772B49DB5CDE273232FF9FEF
0B6D54EEC2461393A8DA2F5CCBCF692E4207B2C3;solution pour marquage;0;CHLORURE D'INDIUM [111 In], MALLINCKRODT MEDICAL, solution pour marquage. [Référence : DRN 4901];0
690689DF1096B4C5CE63444264758B17ED650574;comprimé pelliculé;0;IBUPROFENE BIOGARAN 400 mg, comprimé pelliculé;0
6709C8F4211DDA3030951937096B5BDF5C37C753;poudre pour solution injectable;1;AMIKACINE;AMIKACINE MYLAN 500 mg, poudre pour solution injectable;1;BB715D1B2968A9EAA2AE7711CDC72FBBE0D7AF19
EEB72DC7CD68C21871CCBCE31C9FBB89E0625143;gélule gastro-résistant(e);0;OMEPRAZOLE ISOMED 10 mg, gélule gastro-résistante;0
7DA77A9AD42AA63F1B230A91BD6D1C70E70FB2EA;comprimé pelliculé sécable;0;FLUVOXAMINE EG 100 mg, comprimé pelliculé sécable;0
8528FDC050B7BA61B9F347A8EDDEFAB037D803FF;comprimé;0;NOVACETOL (ASPIRINE PARACETAMOL), comprimé;0
EF9063B9E85FEBB060E01AF787237780716B3400;comprimé sécable;0;ATACAND 16 mg, comprimé sécable;0
23F623420CEEEDB053B44F33ACBD35C9A2951ABD;gélule;0;ELUSANES VIGNE ROUGE, gélule;0
BFAE7C124CFD98BA1584933B74B6FD3834BD836E;comprimé;1;TRIMIPRAMINE BASE;SURMONTIL 25 mg, comprimé;0
8B2040153576986F65603C12150F028BD7FB6FED;comprimé;0;ALEPSAL 100 mg, comprimé;0
63DDDF50A33A846601D9AFF5BB849D986479B68D;gélule gastro-résistant(e);0;LANSOPRAZOLE TEVA SANTE 15 mg, gélule gastro-résistante;0
A2B3B10AC1FD12BF4A024202C392311273A1A66F;gélule;0;TIORFAST 100 mg, gélule;0
F46D5F7140AF414C45CAF7818A9F98842A651487;solution à diluer pour perfusion;1;MITOXANTRONE BASE;ELSEP 2 mg/ml, solution à diluer pour perfusion;1;C8EA5AC64A7F2987B30D92F110467ED766DE8E0D
6C3EA8E7C5FAA3DF5A92E335209E783FC9A60B95;capsule molle;0;ZODIN 1000 mg, capsule molle;0
891F8C69B3D49BE9F7C0A2167F8BA406D3AFB35C;comprimé pelliculé sécable;0;RISPERIDONE SANDOZ 2 mg, comprimé pelliculé sécable;0
74B85436E3EEE235DB0468550C0261C5E5EA2146;poudre pour solution injectable;1;CÉFOXITINE;CEFOXITINE GERDA 1 g, poudre pour solution injectable;0
EC130C38141605CBBAEAD0B79B351580A3D7E755;comprimé pelliculé;0;MYCOPHENOLATE MOFETIL ACTAVIS 500 mg, comprimé pelliculé;0
644F55D9327C5E6EB40F7B050D6F9FA09ABFE2E6;comprimé pelliculé;0;FORTZAAR 100 mg/12,5 mg, comprimé pelliculé;0
1D1258AA3DA08E08875DAEAE573AE393D772654C;gélule gastro-résistant(e);0;CREON 10 000 U, gélule gastro-résistante;0
1689C4F3994E825CF0AD86A2358050FE1BB9B3BE;poudre pour solution buvable;0;HELICOBACTER TEST INFAI pour les enfants agés de 3 à 11 ans, 45 mg, poudre pour solution buvable;0
3CC72C5DA42EB60582723C9AE6CBF4F1C94D7F0D;solution injectable;0;FIBROVEIN 0,2 %, solution injectable;0
52A4E96F85AF96BCCBA5A87B63BA0EAEC768BA2C;comprimé à libération prolongée;1;PRAMIPEXOLE BASE;OPRYMEA 1,05 mg, comprimé à libération prolongée;0
C6C54365AE82B2084C0452854D3EBD7EEBD08A60; comprimé et solution(s) et granules et poudre et pommade;0;EUPATORIUM PERFOLIATUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
18303833E6D8FACFE10A72897F3B7A57DB1F5B7B;granulés;0;SPAGULAX MUCILAGE PUR, granulés;0
0A2E6323B97E237C5A26F3ED49B470FCDF3E7514;poudre et  solvant pour suspension injectable;1;PASIRÉOTIDE;SIGNIFOR 40 mg, poudre et solvant pour suspension injectable;0
03A8C5C46F8170E3D241D4CCC7BF0CD69883801D;crème pour usage dentaire;0;XYLOCONTACT, crème pour usage dentaire;0
748CA6C2F699E55B9F280742C846C7EC90F5B062;comprimé;0;BETAHISTINE TEVA 24 mg, comprimé;0
24436B6F336DD5CE1443A4763703C1CB20B655DC;gélule;1;FLUOXÉTINE BASE;FLUOXETINE RATIOPHARM 20 mg, gélule;0
02E926D05B02EBB49B579CFAB54C3C681998BA9C;poudre pour solution injectable;1;CEFTAZIDIME ANHYDRE;CEFTAZIDIME PANPHARMA 1 g, poudre pour solution injectable;0
C94798614925472D7EB95FFA630A210B4F491E8B;gélule à libération modifiée;1;MÉTHYLPHÉNIDATE;QUASYM L.P. 20 mg, gélule à libération modifiée;1;2668F05A82B4C6791D91FAC70DB16FF2AA8C86B2
FF2F3E6D582F9AE0313A4990052C4D43E916A909;comprimé pelliculé;1;NARATRIPTAN;NARATRIPTAN ZENTIVA 2,5 mg, comprimé pelliculé;0
7CDD95703312304CE784C2B075C6F3E78E9E5F22;pommade;0;DELIPROCT, pommade rectale;0
35A1E56E3832EE50008CF028529F9EC15060DEE5;poudre et  solvant pour dispersion injectable;0;SONOVUE 8 microlitres par ml, poudre et solvant pour dispersion injectable;0
EA3F7EA378B9BEBD80FBB59C31D1DE95D4EA48D8;comprimé pelliculé;0;COOLMETEC 20 mg/12,5 mg, comprimé pelliculé;0
18EC73C3D8B3762E4AB020A7F7CC4951F9874B4E;comprimé;0;GLIMEPIRIDE SANDOZ 3 mg, comprimé;0
EE4CE98A5DC2591E8ACFD91939546454E1B9632B;comprimé pelliculé sécable;1;LÉVOFLOXACINE;LEVOFLOXACINE TEVA 500 mg, comprimé pelliculé sécable;0
D97401721777D00CB1B6C6D1BA8A8AFA92D1854C;poudre pour inhalation en gélule;1;INDACATÉROL;OSLIF BREEZHALER 300 microgrammes, poudre pour inhalation en gélule;1;8340646572A6C308A8E81C1A46986C728C4C181D
3C0243A5636706590AFE9291A2A4E9DD3BF0E4A1;collyre en solution;1;BRIMONIDINE;BRIMONIDINE CHAUVIN 2 mg/ml, collyre en solution;0
1219BE4C6FE912E67380929519F5B3E17A013EAA;comprimé;1;FENTANYL;ACTIQ 600 microgrammes, comprimé avec applicateur buccal;1;20B1AE243C90B1BC41A1CA83218FA6AAF522C546
16DC51D9ADF5E122335E38E46EA5282627031592;comprimé pelliculé;0;VALSARTAN/HYDROCHLOROTHIAZIDE ARROW 80 mg/12,5 mg, comprimé pelliculé;0
D4375AD4825F505DBB07555F7553AADC452E29E1;gélule;0;FENOFIBRATE MYLAN 67 mg, gélule;0
DAC786D80606E2D4C32B25E394BFC529E56E11F6;poudre pour solution buvable;0;CLARIX ETAT GRIPPAL PARACETAMOL CHLORPHENAMINE VITAMINE C, poudre pour solution buvable en sachet;0
DBE49091C30DF0536477EB2616FEB7925B547048;solution injectable;1;VINORELBINE;VINORELBINE EBEWE 10 mg/ml, solution injectable;0
AC921F7192750E1C523A22D1C7E2AA76B2C8F1CA;solution buvable;0;FLUIMUCIL EXPECTORANT ACETYLCYSTEINE 2 % ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique, au cyclamate de sodium et au sucralose;0
7E41BF6DC83B228856ECBC1A81284EFAFBF53692;comprimé pelliculé;1;ATORVASTATINE;ATORVASTATINE ALMUS 40 mg, comprimé pelliculé;1;AB8BE25EFBAF84C9FCBA2B71EB5A1F2286C7CC6B
42B917842D6711811710E38FE61BE76A76290263;poudre pour solution injectable;1;CEFTRIAXONE BASE;CEFTRIAXONE MYLAN 1 g, poudre pour solution injectable;1;EFDE27E1BBB0D6FF286DFB89AB3E983482B38D9B
E43B684CB02957DCA9D8E4383B4ADF5575AFDC51;comprimé à libération prolongée;1;TACROLIMUS ANHYDRE;ENVARSUS 0,75 mg, comprimé à libération prolongée;0
08486C828B176C1B4C3BC97C07197C5C8047DBF1;poudre pour solution injectable;0;DYSPORT 300 UNITES SPEYWOOD, poudre pour solution injectable;0
AE40E686498F19D03E288334CB7C61BD9170F7AF;comprimé pelliculé;1;ESCITALOPRAM;ESCITALOPRAM ZENTIVA 15 mg, comprimé pelliculé;1;32B8FB3707E7D7AEEA96CBC5657613A87D08705A
2A38F74FB0E6B3B1EA487AC279018C800D372DB6;solution injectable ou pour perfusion;0;ACCOFIL 30 MU/0,5 ml, solution injectable ou pour perfusion en seringue préremplie;0
C3F76474CA45DF156AA26F72F2833402A61C7C54;gélule;1;FLUOXÉTINE BASE;FLUOXETINE RANBAXY 20 mg, gélule;0
9602F1BBB8BC01CC6C76FCB3E8D6CB810A044EA4;poudre pour solution pour perfusion;1;OMÉPRAZOLE;OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion;0
21FE7BD84AC7374175AC84E1B9FDE0A121E749B2;solution à diluer pour perfusion;0;LEVETIRACETAM MYLAN 100 mg/ml, solution à diluer pour perfusion;0
2FA7A88BA94B92DFE285A53E5F7F596FCF9ED129;comprimé;1;ACIDE ALENDRONIQUE;ACIDE ALENDRONIQUE CRISTERS 70 mg, comprimé;0
9CBBBDFA306CE64E290946113B7DDF34ED689C56;solution pour perfusion;0;GLUCIDION G 10, solution pour perfusion en poche;0
8D1C8B155712045EF1EAC1813C1B9FC32FA89E40;suspension injectable;0;GARDASIL 9, suspension injectable en seringue préremplie. Vaccin Papillomavirus Humain 9-valent (Recombinant, adsorbé);0
3E86FD47CEF80EFFDB2BBEC6F0FE95BEC88C9AD0;collyre en solution;0;DULCIPHAK, collyre en solution;0
52A8FCA05D6DF0AA767D8144AD24DA88C548B538;comprimé pelliculé sécable;1;MÉMANTINE;MEMANTINE ALMUS 10 mg, comprimé pelliculé sécable;1;73145CA41C5378527101AD789E5CF9127C9D7CDA
D12C791D4CC519AB2746885043ADAE15D8FEDD61;solution injectable;1;SALBUTAMOL;SALBUTAMOL RENAUDIN 0,5 mg/1 ml, solution injectable par voie sous-cutanée en ampoule;0
42B8265D1C68E38B63381656D613F1A5E7C95C74;gélule;0;NICERGOLINE MYLAN 10 mg, gélule;0
2F464056E14434C0493F5478334284068BFF5250;collyre;0;NAABAK 4,9 POUR CENT, collyre en solution;0
DD136CF34BD9E45321008604E475E7C8C3A9EE11;comprimé;0;MELOXICAM EG 7,5 mg, comprimé;0
E388785967A3EABC10A968BC3F6A1D1191BEA89F;gel pour application;0;ANDRACTIM, gel pour application locale;0
DC6E590EC782479BF68B359767B56DC372323F6E;solution injectable;0;FRAGMINE 7 500 U.I. anti-Xa/0,75 ml, solution injectable en seringue préremplie;0
9E43EE4D690569177A9F8B8556F6F114DAE64C7E;comprimé pelliculé;0;UPFEN 200 mg, comprimé pelliculé;0
35027CCF18818C9F032ACC2FC7C4EBB8D0CEB7AA;gélule;1;AMLODIPINE;AMLODIPINE ISOMED 5 mg, gélule;0
C405F8DDD3F8EAE74122FD55894917653DF9026D;comprimé orodispersible;0;DOMPERIDONE MYLAN 10 mg, comprimé orodispersible;0
CCAF04A7C58A67BE81F463ACD09BBD48A41E532F;gélule;1;PROCARBAZINE;NATULAN 50 mg, gélule;0
0FDE8ADE6E8F07DE35926799D884FEE5321827BE;solution injectable;0;AVONEX 30 microgrammes/0,5 ml, solution injectable;0
BBCC8164A4CC28B4F0C6F742E426D196DDA0DE93;gel;0;PICATO 500 microgrammes/gramme, gel;0
06B77A2517A62ECB1F8262BE8424660123FEBD52;comprimé effervescent(e);0;DAFALGANHOP 1000 mg, comprimé effervescent;0
DBA647996FC7D8E5474A6E75A2AF907ECF9EF189;comprimé pelliculé sécable;0;LOSARTAN EVOLUGEN 50 mg, comprimé pelliculé sécable;0
26665CABF3CAF7090072CE78A5262D4221C9DDC1;poudre et  solvant pour solution injectable;0;ELOCTA 250 UI, poudre et solvant pour solution injectable;0
43E102968A07F29D7308808C46BD2DBB56E0A651;comprimé pelliculé;1;SILDÉNAFIL;MYSILDECARD 20 mg, comprimé pelliculé;0
D32DC8ECDF8FFA9949B222A5DCE1C976A9C7C10B;gélule gastro-résistant(e);0;OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante;0
E05997FA2C968023B8726F6BE54E7498CC3C3ED6;solution injectable;0;KETOPROFENE PHARMY II 100 mg/2 ml, solution injectable;0
A24CBE097CB1FFC08E03922347143DE0ECBA0FD1;comprimé pelliculé;1;TÉNOFOVIR DISOPROXIL;STRIBILD 150 mg/150 mg/200 mg/245 mg, comprimé pelliculé;0
2019A8414AD213BA190F44A9A9613716ECCC8995;comprimé sécable;0;ACIDE TIAPROFENIQUE TEVA 100 mg, comprimé sécable;0
72356307EB0ADD26CF1EC09D7640604FFCE66FFC;comprimé;0;AMAREL 2 mg, comprimé;0
239F28CC04935E8ABFA002B37E5B22532E54FA2E;solution pour perfusion;2;CHLORURE DE CALCIUM ANHYDRE;LACTATE DE SODIUM ANHYDRE;RINGER LACTATE B. BRAUN, solution pour perfusion en poche;0
670094EBB90D63681E52A805CDDD5F2044A5D76A;comprimé pelliculé sécable;0;CARVEDILOL EG 25 mg, comprimé pelliculé sécable;0
B70D615C14E54ED10836511E7464A0844948B790;solution pour perfusion;0;ISOFUNDINE, solution pour perfusion;0
D56665F6C23FCAD3680C5436BB56D3328A3BD398;solution buvable;0;ORAMORPH 30 mg/5 ml, solution buvable en récipient unidose;0
A06912B33A2BDFE430D9419FCB35025DA26904C9;comprimé pelliculé;0;TADALAFIL KRKA 20 mg, comprimé pelliculé;0
E9B1F32D8B009FE5739BDE0859965E66A24E4309;comprimé dispersible;1;AMOXICILLINE ANHYDRE;AMOXICILLINE ZYDUS FRANCE 1 g, comprimé dispersible;1;B46856B74B81588B3CCAED3B22F245F61337BD5C
A89F27D02D9C52D7E741993B57924407282CF151;comprimé sécable;0;ALPRAZOLAM ARROW 0,25 mg, comprimé sécable;0
04D0A5CD93197804F5AEC32953D0856E78917FF5;solution injectable ou pour perfusion;1;IODE;IOPAMIGITA 370 mg d'iode/mL, solution pour injection ou pour perfusion;0
7487B1F87FD99F29CC8D3DD04E3347563FCEA897;comprimé dispersible sécable;0;BETAMETHASONE ZENTIVA 2 mg, comprimé dispersible sécable;0
FFC21561C4CCB16718349F60450A07B1271FECD9;comprimé pelliculé;0;IBUPROFENE TEVA 400 mg, comprimé pelliculé;0
85D9908DF9A29C8B82A3B8D2208980A327CC6603;solution buvable;0;PIPORTIL 4 POUR CENT, solution buvable;0
57947D64FD97C25F3377FAF055B1F66AAAD45036;comprimé pelliculé;0;NORFLOXACINE TEVA 400 mg, comprimé pelliculé;0
2A49C5D9730FA93DE76315951B135A5BD3959876;comprimé pelliculé;1;ÉLÉTRIPTAN;RELPAX 40 mg, comprimé pelliculé;0
CD203CE2598924B7B44C07C3948629015E149A79;comprimé pelliculé;1;LOSARTAN;LOSARTAN HYDROCHLOROTHIAZIDE BGR 50 mg/12,5 mg, comprimé pelliculé;0
17EC39081BB18BFC7D3CD33797A7292ED4712C88;comprimé pelliculé;0;INLYTA 7 mg, comprimé pelliculé;0
A18B5EE9C3F780F8CCB7FB1935F4880D09C74441;capsule molle;0;ADVILCAPS 200 mg, capsule molle;0
5090CD3E57841BF52FFFBE961183C7D44009CFDC;comprimé pelliculé;1;ROSUVASTATINE;ROSUVASTATINE SANDOZ 5 mg, comprimé pelliculé;1;0D406984B30E7B32BD1281D63B9237A7E89BD025
5FCA98BC8704A1ACD7AC593100E09C598B1499B6;comprimé pelliculé;0;MIANSERINE MYLAN 10 mg, comprimé pelliculé;0
39C6C98543DBD9E43186065CC24B70A6A123688F;comprimé pelliculé à libération prolongée;1;FLUVASTATINE;FLUVASTATINE EVOLUGEN L.P. 80 mg, comprimé pelliculé à libération prolongée;0
858C7051C39972371877CCD8DBB2546C4B8B55B2;comprimé sécable;0;GLIBENCLAMIDE ARROW 2,5 mg, comprimé sécable;0
92F41691AD10E98A965EF4F145CEBE9A5149E99C;comprimé pelliculé;1;RANITIDINE BASE;AZANTAC 150 mg, comprimé pelliculé;1;358A4ECF663A4DDCCB08ECC7BC34949D5B44545C
4D8FBE274E44202FAA6DEE0B67F3457D39D7361B;comprimé pelliculé sécable;0;LEVETIRACETAM BIOGARAN 1000 mg, comprimé pelliculé sécable;0
DF6F1289FE54E708A6BF1D513196DFE27D9AD654;comprimé pelliculé;1;ATORVASTATINE;ATORVASTATINE KRKA 10 mg, comprimé pelliculé;0
B2B983D1E6053D303755531F258B2E204558AF6F;solution pour perfusion;1;GLUCOSE ANHYDRE;GLUCOSE 10 % BIOLUZ, solution pour perfusion;1;F12B552ECCD062F1F176D6E7047F70EF20AB5C32
25CF2E7990B96FCB2C8D1F1D8F6C4DF4679BE652;poudre pour solution injectable ou pour perfusion;0;CUBICIN 350 mg, poudre pour solution injectable ou pour perfusion;0
76E991D1C9A90AD3E3A94B2AD495FAD6306374F8;comprimé sécable;1;IMIDAPRIL BASE;TANATRIL 10 mg, comprimé sécable;0
E1DBB7B6E8D845033B9C18F1011815C4BBD0027B;comprimé pelliculé;0;FINASTERIDE ARROW 5 mg, comprimé pelliculé;0
F508EE96E6851C5FFFC700DC0C00B8B118639520;gélule;0;CELECOXIB TEVA 200 mg, gélule;0
D7D5291D6194AFF4F101F489103CF3D090C2E66A;gomme à mâcher médicamenteux(se);1;NICOTINE;NICOTINE EG FRUIT 4 mg SANS SUCRE, gomme à mâcher médicamenteuse édulcorée à l'acésulfame potassique et à la saccharine;0
EA265C4F07A9771EAE873F0870B2037ED2A46E39;gélule;0;PREGABALINE ZENTIVA 100 mg, gélule;0
CFBF0449B9067AB80DD9AB00052E91433FEFCF5E;solution injectable à libération prolongée;1;LANRÉOTIDE BASE;SOMATULINE L.P. 90 mg, solution injectable à libération prolongée en seringue préremplie;1;0E732694BD9E18EA16319DA4B164C440E2EE97AF
276CE49D88F66DA506ACE93B6813130D32E8D9CB;gélule;0;PREGABALINE RANBAXY 25 mg, gélule;0
2966C4F2A7484C1B2B0B39776118C9338FDA64E3;comprimé sécable;0;FOSINOPRIL HYDROCHLOROTHIAZIDE TEVA 20 mg/12,5 mg, comprimé sécable;0
86C50FC7D850F346CD789962B6A69F7E91EC6C8D;comprimé pelliculé;0;RISPERDAL 4 mg, comprimé pelliculé;0
7D0DBC9B690448DB8E45A3B070C14BCE7590E6AC;comprimé sécable;0;PREDNISONE CRISTERS 5 mg, comprimé sécable;0
751953D172E4010734B4CD84A6CE834EF16D07D6; comprimé et solution(s) et granules et poudre et pommade;0;CURARE BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH;0
5AB0FC4950E4A8B002324B161214384021118EB6;suppositoire;0;SUPPOSITOIRE A LA GLYCERINE CENTRAPHARM ENFANTS, suppositoire;0
8DC5B1F267BB3CE6D3A65CDEA71309D72C9C008D; comprimé et solution(s) et granules et poudre et pommade;0;ASPERULA ODORATA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
784ADD7309CEBF6EA9A76AF000ABD09C7C3863E9;comprimé quadrisécable;1;NÉBIVOLOL BASE;NEBIVOLOL EG 5 mg, comprimé quadrisécable;0
D8E4A6E6E28ED3D4B85BC24277A02F8994990983;comprimé pelliculé;0;VALSARTAN/HYDROCHLOROTHIAZIDE TEVA 160 mg/12,5 mg, comprimé pelliculé;0
C7D7AD83E5E8D571C57690F5685339ECE3650C2E;gélule;0;PREGABALINE ZENTIVA 300 mg, gélule;0
E91E4409CE234469B91EE5D0A29C1C535F8E0CD8;collyre à libération prolongée;0;CARTEOL L.P. 1 %, collyre à libération prolongée;0
7E58B9A03B898ED560D182B860F8BFFAD44C1A9D;comprimé enrobé;0;TIANEPTINE BIOGARAN 12,5 mg, comprimé enrobé;0
7B6EB065B10A67553AD1EC24E1D341C23F87E233;granulés pour solution buvable;1;FOSFOMYCINE;FOSFOMYCINE ZENTIVA ADULTES 3 g, granulés pour solution buvable en sachet;1;3CD40D3801ED12BD4DED7DE33305DF81D8C238E7
AC433F81302444645E4FCDA9E047DF20502A8ED7;granulés pour suspension buvable;1;JOSAMYCINE BASE;JOSACINE 125 mg/5 ml, granulés pour suspension buvable;0
E39B978725A326681C84B293D8FB28CE0DE97227;poudre et  solvant pour solution injectable;1;CÉFALOTINE;CEFALOTINE PANPHARMA 1 g, poudre et solvant pour solution injectable;0
91765847CA5700A60482579D6FB2365A653044C0;comprimé pelliculé quadrisécable;0;BILTRICIDE 600 mg, comprimé pelliculé quadrisécable;0
B57BDE8ECA4C707A7D1040D4EB4E6083B1A90CE1;solution injectable pour perfusion;1;CISATRACURIUM;CISATRACURIUM HOSPIRA 2 mg/ml, solution injectable/pour perfusion;0
BA25136E841B71ACF2222350F9AEC07ADA58B569;comprimé orodispersible;0;OLANZAPINE ARROW GENERIQUES 20 mg, comprimé orodispersible;0
1ADCC54DFB0D93298C6BB0DD31F3955D65195562;solution injectable;1;ALIZAPRIDE;PLITICAN, solution injectable;0
6D0442B8DDB28D1089E619CFEC0D8D3A7B59CE30;comprimé pelliculé sécable;1;ESCITALOPRAM;ESCITALOPRAM BIOGARAN 20 mg, comprimé pelliculé sécable;1;AC42B5B19F2B3489000C4096DC08B52328FDABDB
0AE002C3A749572C19DF26B1A1031B07F68616DC;comprimé pelliculé;1;SILDÉNAFIL;SILDENAFIL ACCORD 100 mg, comprimé pelliculé;0
D3ECC5CB4CCEC27ECA182C2A42A12A24913676FE;comprimé sécable;0;SOTALOL RANBAXY 160 mg, comprimé sécable;0
2F0DAA17D4523D63163A9504105A207946CA9E0A;comprimé gastro-résistant(e);1;RABÉPRAZOLE BASE;RABEPRAZOLE ALMUS 10 mg, comprimé gastro-résistant;1;35CECE45D89476CDB7A5FD82FCA4EC83DA0610B1
29CD5FAA41E6E96A88A0E370B8A41BC01320D0D2;poudre pour solution pour perfusion;1;CEFTRIAXONE BASE;CEFTRIAXONE SANDOZ 2 g, poudre pour solution pour perfusion;1;0EB7A33602702D78996CF89B9ECF08DDFCFB5DCF
CB499E01F0878C4702E36ADECCDFDABCC95FC01F;collyre en solution;1;TIMOLOL BASE;TIMOLOL SANDOZ 0,50 POUR CENT, collyre en solution;1;A248EC2B50067E1285A2AF2EB0678F74F5615594
6CD3B4B9F0E45379F72EC16D094232B6B49F70BE; comprimé et solution(s) et granules et poudre et pommade;0;ETHYLICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
F57CA7C75448191F859A90D2E4E0DCD05AE2B095;comprimé;2;AMLODIPINE;PÉRINDOPRIL;PERINDOPRIL TERT-BUTYLAMINE/AMLODIPINE EG 8 mg/5 mg, comprimé;0
9B4AAD7E741AC5474C13A25BFE3F92D6B09C403D;comprimé pelliculé;1;IMATINIB;IMATINIB BGR 100 mg, comprimé pelliculé;0
03093C50CA10417799E6AF102B11AAF0F22FB618;solution injectable;0;ZUTECTRA 500 UI, solution injectable en seringue préremplie;0
4215B5DD97C361FEFEF9694919AC8E7296D3486A;comprimé;1;BUPRÉNORPHINE;BUPRENORPHINE SANDOZ 2 mg, comprimé sublingual;1;D0E865D04F236A4D9A4AD8022538E77292CCB2A1
B3AF67E65C07FB4AF8B2812CB9E7737DEE69BBF8;comprimé pelliculé;0;GABAPENTINE RPG 800 mg, comprimé pelliculé;0
