969D44429915CBC27326EDBA8F70A5D482BDE114;1;PANTOPRAZOLE|20 mg;PANTOLOC CONTROL 20 mg, comprimé gastro-résistant;0
1F4F8C37BD03936C9E5B9C04125600DB50AE1C4B;0;ABILIFY MAINTENA 300 mg, poudre et solvant pour suspension injectable à libération prolongée;0
7F8DF6A581213DAD6CC35F1AEE47B6DD084C08EE;1;LÉVOBUPIVACAÏNE|1,25 mg;LEVOBUPIVACAINE KABI 1,25 mg/ml, solution pour perfusion;1;00C0156C91F9794D0F1634EE0C5A9003C02B4FA2
CB543232BE78F2D1A75303A300E533EA8E9E4BDF;0;DERMESTRIL 50 microgrammes/24 heures, dispositif transdermique;0
3EE3464F3655A5BB458665405BF4277C1E94D35F;1;FLUVASTATINE|20 mg;FLUVASTATINE ISOMED 20 mg, gélule;0
784E177591DEFFD33BD0EDD0D7C3E60B45E63F2E;1;AMOXICILLINE ANHYDRE|1 g;AMOXICILLINE BGR 1 g, comprimé dispersible;0
8C39409D2CBF69DAF8619FAD54B55BE97BAF1247;1;SALMÉTÉROL BASE|50 microgrammes;SEREVENT DISKUS 50 microgrammes par dose, poudre pour inhalation;0
426F4B21CED05345503B4AFC63EB8D9128E57708;1;DIGLUCONATE DE CHLORHEXIDINE|0,5 g;CETAVLEX AQUEUX 0,5 %, solution pour application cutanée;0
2C8FB7AAF41F274570D5F7358873A17E6945DF27;0;MALARONE 62,5 mg/25 mg ENFANTS, comprimé pelliculé;0
6E24038C223666C831C795CA69694C5AEFC6CB67;1;MITOXANTRONE BASE|2,00 mg;MITOXANTRONE EBEWE 2 mg/ml, solution à diluer pour perfusion;0
E710B09EF3951AF9AFF3E22A6222789E8A94ACB6;0;AURUM IODATUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH;0
446609780C8CE241D6DEA21629CC7D655E045041;1;CÉFIXIME ANHYDRE|200 mg;CEFIXIME TEVA 200 mg, comprimé pelliculé;1;409EA0BECB8E06E4758176A4681C7E8C0EF08E15
F11493B94352F4C2FB7BF05A2E531196DF407081;0;MIRTAZAPINE BLUEFISH 15 mg, comprimé orodispersible;0
F8DBCB4145AD3C9D27B96C122E9DE013720465EF;0;HUMEX EXPECTORANT CARBOCISTEINE 750 mg/10 ml ADULTES SANS SUCRE, solution buvable en sachet édulcorée à la saccharine sodique, au sorbitol et au maltitol liquide;0
EB5DB4643DC858F39EF07425B189CC5DC6502195;1;QUÉTIAPINE|400 mg;QUETIAPINE EVOLUGEN LP 400 mg, comprimé à libération prolongée;1;BD526C6B150AD44230E95907FA2B38D8BB8FB714
6BE4FE29DB83079E0E8CE02CAD530C7C86C7E4A2;1;BOSENTAN|62,5 mg;BOSENTAN SANDOZ 62,5 mg, comprimé pelliculé;0
A70DD801D57B5A9BF75C5CF2AEC33CD56252819D;1;ACIDE ALENDRONIQUE|70 mg;STEOVESS 70 mg, comprimé effervescent;0
5D8D992F0C77540F461F8396809127E480499BFB;1;DEXRAZOXANE|500 mg;SAVENE 20 mg/ml, poudre pour solution à diluer et diluant pour solution pour perfusion;0
6F8FBFE5F440C03A704E7E034F858317F1D782A2;0;HEXTRIL 0,1 POUR CENT, pâte dentifrice;0
5976576FF88027AE2C32A4EAC764068838357CC9;0;ASCLEPIAS VINCETOXICUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH;0
E95032A50B7724E778AF61F43EB0F5E6948CDB8C;0;SUPPOSITOIRE A LA GLYCERINE ADULTES SOGIPHAR, suppositoire;0
4F92B457FAA6FB12D54FEBA8841E8CE080ECB243;0;COZAAR 2,5 mg/ml, poudre et solvant pour suspension buvable;0
92F5026AED7FDFD72E72D9CB44DEA4160BA36C03;0;ORGALUTRAN 0,25 mg/0,5 ml, solution injectable;0
77DB39983D059576011891F2C2EB8CBB7AB71024;1;TAMSULOSINE|0,357 mg;OMIX LP 0,4 mg, microgranules à libération prolongée en gélule;1;A1D8C584E0056D83CBFCA2F9DF1DBCDCBBEF7CAA
BF6A967F60FE0C5C1BFE4FBDE3B911B1F8118614;1;DONÉPÉZIL BASE|9,12 mg;DONEPEZIL KRKA 10 mg, comprimé pelliculé;1;E97121799A0537BDF031B25A43C931F809B2F639
3CFE74135EF120EB0F17BD8169E42EF268C1CD92;1;GLUCOSE ANHYDRE|38,6 g;PHYSIONEAL 35 GLUCOSE 3,86 %, solution pour dialyse péritonéale;0
D3B8603B36C507A6AF001D451C3C47FB9A482E5A;0;CATACOL 0,1 POUR CENT, collyre;0
350DFD4E8B78D597EE7EE8D03638424D0A78C3BF;1;GEMCITABINE|2 g;GEMCITABINE HOSPIRA 2 g, poudre pour solution pour perfusion;0
DEA6553BA79388700AB1522E43ED2CE2F57631C1;0;OXYGENE MEDICINAL LIQUIDE MESSER FRANCE, gaz pour inhalation, pour évaporateur fixe et pour récipient cryogénique fixe;0
53CDD092683F636BCAE3A82A229D061F1C00EC5C;0;TELMISARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 80 mg/25 mg, comprimé;0
599FCF5A950D21848C1BFD0B3CE7232DB81367F3;0;BALSOFUMINE MENTHOLEE 1 POUR CENT, solution pour inhalation par fumigation;0
6E08C285D1B8D236E35C5C023AF7D66F51D1742D;1;VENLAFAXINE|37,5 mg;VENLAFAXINE BLUEFISH LP 37,5 mg, gélule à libération prolongée;0
A867A705D39C3594EB7434EF29EDA2A825C06081;1;ACIDE ALENDRONIQUE|70 mg;ACIDE ALENDRONIQUE PHR LAB 70 mg, comprimé;0
F628570E4C1BE220425858A1938A3C0430291CB6;1;DICLOFÉNAC SODIQUE|1 g;DICLOFENAC ZENTIVA 1 %, gel;0
FBAE07CC1141DFCA7E09B3A91F9B88833ED9C25B;1;OXYCODONE|17,9 mg;OXYCODONE EG LP 20 mg, comprimé pelliculé à libération prolongée;1;782BB47B3ECBADA9127B42EB5F593B5B50B7C06F
ACDAA518C2D23F4C8C78A5FC6343AEF5FADD079E;1;SALBUTAMOL|90 microgrammes;ASMASAL CLICKHALER 90 microgrammes/dose, poudre pour inhalation;0
C34CF925A334C8CFF8D76207EC1EA855A01E78E0;1;CALCIUM ÉLÉMENT|500 mg;CALCIDOSE 500, poudre pour suspension buvable en sachet;0
5E8CE07FB0089D73BD1677124356504758E3084F;0;ADEPAL, comprimé enrobé;0
0D33BF0524305CBA1F3060228728D4A497A83322;1;ROSUVASTATINE|20 mg;ROSUVASTATINE SANDOZ 20 mg, comprimé pelliculé;0
75D2A16C195C8AF6A1471102060F501D99B52447;1;ÉPOPROSTÉNOL|0,5 mg;VELETRI 0,5 mg, poudre et solvant pour solution pour perfusion;0
417CD42F3C39BF901CE0838A44EBE21F8A33603C;1;BÊTA-ESTRADIOL|1 mg;ACTIVELLE, comprimé pelliculé;0
7F9FD81F74E4C9245E697B734AC772A5E92ABB61;0;TROSYD, crème dermatologique;0
B95FE80BC3CA908E44219B4D5469B986AA86BC94;0;LANSOPRAZOLE ISOMED 15 mg, gélule gastro-résistante;0
0AFD41504636C048C88B99D076B1F5A8A2363593;1;LISINOPRIL ANHYDRE|20 mg;LISINOPRIL ACTAVIS 20 mg, comprimé sécable;0
51D747C47954490DB293488EDE3025CB92E9D65B;1;SALMÉTÉROL BASE|50 microgrammes;SERETIDE DISKUS 100 microgrammes/50 microgrammes/dose, poudre pour inhalation en récipient unidose;0
19B4F5B3B30B40483B615383A0C2608613E4DAC6;1;CÉFOTAXIME BASE|2 g;CEFOTAXIME PANPHARMA 2 g, poudre pour solution injectable (IM-IV);1;F482BB2A9BC9A3843CCE9C396A36DB69C129F947
6F34A3394D989FE62B31703BB8459A754898B8DB;1;MAGNÉSIUM|0,1044 mg;MAGNESIUM OLIGOSOL, solution buvable en ampoule;1;0E67772DCCBBF79F3BCDF862D32122D8E7CEE57F
11A706AC0F0B264D6AA597A7C1C5E9D3C6F0926A;1;ROPINIROLE|4 mg;ROPINIROLE EG LP 4 mg, comprimé pelliculé à libération prolongé;0
4E03A96C77448AB32F7C82D91D9F6DF7AC3EABA3;1;AZITHROMYCINE|40 mg;ZITHROMAX 40 mg/ml ENFANTS, poudre pour suspension buvable;1;D8CCC323266A781F9438CDA67BCF85FC497CF75F
C9A574307A1E152DDFFED0C42A1CEADD8BD1C5B7;0;GLICLAZIDE SANDOZ 30 mg, comprimé à libération modifiée;0
B5B4604AC8807306BBDDC6EC13B747F6872F6498;0;PILOCARPINE 2 POUR CENT FAURE, collyre en solution en récipient unidose;0
0320A140F2125B528996CE94B469293EAE7A2087;1;TOPOTÉCANE|1 mg;TOPOTECANE ACCORD 1 mg/ml, solution à diluer pour perfusion;0
DB9329568E8D86E5FCF957CB1F5941A8F4EB41C8;0;CHLORAPREP, solution pour application cutanée;0
F559DC6583BC50DC56F8A8DD604805FCEE8D41A9;1;IODE|37 g;IOPAMIRON 370 (370 mg d'Iode par mL), solution injectable;1;6CED0D88CE249000AE55F294C361DE9E1ECD66D3
0AAF6848168EC99CE98DD329AC5EAEEE67F46129;1;HYDROMORPHONE|21,36 mg;SOPHIDONE L.P. 24 mg, gélule à libération prolongée;1;5D2CCD00E78183A17D56345798100538AD8CAB10
93E4D5996160D2BEA6974105ECF1DB0B627E3769;1;ÉNOXACINE ANHYDRE|200 mg;ENOXOR 200 mg, comprimé pelliculé;1;6089591874933D0D6FC4F3551C274E3CAE17DF1D
9AE649A02F48649FDE917A6F188577521B9E1611;0;CALTHA PALUSTRIS BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH;0
D21036E64D2BDD20EE9CD2ADB36D48D92BD49F7F;1;ESCITALOPRAM|5 mg;ESCITALOPRAM MYLAN 5 mg, comprimé pelliculé;1;0DD76C438E3BB056505FF37BEB183B20399B16F6
96D8FC20F9AC5F5573A530E12790244D9711B580;1;SALBUTAMOL|5 mg;SALBUTAMOL TEVA 5 mg/2,5 mL, solution pour inhalation par nébuliseur en récipient unidose;0
ABCBDFADB763DFCA2A4666AFA66CEE33DAF6BE2C;1;OXYCODONE|26,9 mg;OXYCODONE EG LP 30 mg, comprimé pelliculé à libération prolongée;1;76E8B41CCA1F8D1CD8BA5F52EB9E04FDE6B88101
BDAC997DF657036753E2E5941F44D1ACB388EE17;1;RIVASTIGMINE|3 mg;RIVASTIGMINE SANDOZ 3 mg, gélule;1;902466DABD8C861ADA930EE76D868D464415EFA5
EEC4EEAD65C931453366C579BE82C445E992E3D3;0;HALOTHANE BELAMONT, liquide pour inhalation par vapeur;0
F07853E05196208CC6785722255C2DE3921786BC;1;AMOXICILLINE ANHYDRE|1 g;AMOXICILLINE PANPHARMA 1 g/5 ml, poudre et solution pour solution injectable (IM);0
6D70C46C84B1F0909578322A0AF284DE8E197DF3;2;CLAVULANIQUE (ACIDE)|50 mg;AMOXICILLINE ANHYDRE|500 mg;AUGMENTIN 500 mg/50 mg, poudre pour solution injectable/pour perfusion (IV);0
30356AF05B2E589C96C26265E23D46924EBB5651;1;ACIDE ACÉTYLSALICYLIQUE|250 mg;HUVANOF 250 mg ENFANT, poudre pour solution buvable en sachet-dose;1;13ACE103183700C7114E28A41DEB5A09F554E4FE
8B65303F3CFF569D4E193B8150D66FEE9B3AC3D0;1;CIPROFLOXACINE|500 mg;CIPROFLOXACINE QUIVER 500 mg, comprimé pelliculé sécable;0
64A14CE004039659E8ED213367B8AE61529DE899;0;EFFERALGAN VITAMINE C 500 mg/200 mg , comprimé effervescent;0
9170F915AB850F8130EEFD4C9F5A828FEC89A8B9;1;CITALOPRAM BASE|20 mg;SEROPRAM 20 mg/0,5 ml, solution à diluer pour perfusion;0
28AF8411749F5D605D3A941772046C24D260A4B7;1;BROMURE D'IPRATROPIUM ANHYDRE|0,5 mg;IPRATROPIUM ALMUS 0,5 mg/2 ml ADULTES, solution pour inhalation par nébuliseur en récipient unidose;0
3593CF20694DD94A1A33E654B865F8AC8B28CBD2;0;SIMVASTATINE CRISTERS 40 mg, comprimé pelliculé;0
5E256800451E4944452BF220459C437D95CD393F;0;MIANSERINE TEVA 30 mg, comprimé pelliculé sécable;0
5DA0A05F2993233B63DC7700CA2191CBE648AB30;0;TRACITRANS, solution à diluer pour perfusion;0
D729203D53C60B4FCB60B6C5C53DAC0ACDD82D5E;1;CÉFIXIME ANHYDRE|200 mg;CEFIXIME EVOLUGEN 200 mg, comprimé pelliculé;1;DB4A03BA76497D7E070F5647BD3331E9348960C7
033FFEF0B64C91539712958058EFA12FFB41C800;0;REPEVAX, suspension injectable en seringue préremplie. Vaccin diphtérique, tétanique, coquelucheux (acellulaire, multicomposé) et poliomyélitique (inactivé), (adsorbé, à teneur réduite en antigène (s));0
082499AEC3DAE9ADD311783743AE712834F39735;0;AGARICUS MUSCARIUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
B803C6BAC5FECAC061F608483AAADFD111499A4A;1;GLUCOSE ANHYDRE|5 g;GLUCOSE 5 % B.BRAUN, solution pour perfusion;1;BC0CEAB3FF161D0F54EAE1C6C1F5F4157D18B7EA
136F96F850D767DA0F75DA04CF5B4F53B7CCB27B;0;BAPTISIA TINCTORIA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
1418C8711EBAAFF25722CDB953DE55C9ADC6B38A;0;PIROXICAM PFIZER 10 mg, gélule;0
2C884D06987E9D0DE754BEE93E1B94B40880E955;0;PREGABALINE ZENTIVA 50 mg, gélule;0
DA340C71C9BAB1A7054FF18E37AF546B27228E4A;1;ATORVASTATINE|20 mg;ATORVASTATINE EVOLUGEN PHARMA 20 mg, comprimé pelliculé;1;AC6338CE4756EE4C6A4BEF057092F38BB296C5C8
3FFEDDC46AB325EFFF1B7FCA077C762D8B4AF90D;0;DOXORUBICINE ARROW 2 mg/ml, solution pour perfusion;0
C9DB2B50DF06987CF8FE6F5A6DD3AE46D74DA638;0;LEVONORGESTREL EG 1,5 mg, comprimé;0
FE35ADC0F4952B2DFBB07AAF37D98C53C6A91B7F;0;NETDOSE 12 mg/18 mg/ml, solution pour lavage ophtalmique en récipient unidose;0
6768B8488D57241BEF111520FE0400F88365721A;1;ACÉBUTOLOL BASE|200 mg;ACEBUTOLOL RATIOPHARM 200 mg, comprimé enrobé;0
21F1CFBA93E61E25F269B2CD17AAC789486397BB;1;DONÉPÉZIL BASE|9,12 mg;DONEPEZIL MYLAN 10 mg, comprimé pelliculé;0
373F13F365B0DA7AA83BAFAC7A8AFA4750E8201E;0;RAPAMUNE 1 mg/ml, solution buvable;0
319BF39C6E77AF567D91A9E5A10E66CB0F8B095C;0;PARASIDOSE, shampooing;0
E82E1CFF1C8A5113E819E6C0610C34F1785DAB43;1;ATORVASTATINE|80 mg;ATORVASTATINE EVOLUGEN 80 mg, comprimé pelliculé;1;B8830CDC527E015672FE3B5CB3DECEF290DA5B86
58CCFC091D9DD55773D7A0DAF2440C780473D427;1;LÉVOCABASTINE|0,05 g;LEVOFREE 0,05 %, collyre en solution en récipient unidose;0
3B3BF7225040A6275EAC6DCDDBAC563B4F23C7E6;1;OXYCODONE|4,5 mg;OXYCONTIN L.P. 5 mg, comprimé pelliculé à libération prolongée;1;ED91E2C5EF1676C76658220743AA3C90532D8C37
B20882CF488386F48962C2BAD8FE8079778AF172;0;VALSARTAN MYLAN PHARMA 80 mg, comprimé pelliculé;0
68FC09BC57F7C206FFC196DB0CDDA146315F5131;0;LEVOTHYROXINE BIOGARAN 50 microgrammes, comprimé sécable;0
16DB1EC5C6F30D2A7274ECC776DB3CB83678C4C6;1;CARBIDOPA ANHYDRE|50,00 mg;LEVODOPA CARBIDOPA TEVA LP 200 mg/50 mg, comprimé à libération prolongée;0
C46C97C0FF529F0BE08E3E7E4370DBE43EEE943F;1;ENTÉCAVIR|1 mg;BARACLUDE 1 mg, comprimé pelliculé;0
74F19AC8D9BECAC6EE3338B5F503B72BE202E68F;0;LORMETAZEPAM ARROW 2 mg, comprimé sécable;0
E761788FC492B79438442F38A0B252F19E9CF064;0;DILTIAZEM SANDOZ LP 120 mg, gélule à libération prolongée;0
5EB0A4C642A95EDCA3D4D8E2621D52DEEC269611;1;CHLORURE DE BENZALKONIUM|0,0125 g;RHINOFLUIMUCIL, solution pour pulvérisation nasale;0
308DD958B67BE3D8D73F3B4BE029022B1C360A2F;0;RAPILYSIN 10 U, poudre et solvant pour solution injectable;0
BD04EC96DC1AD1162F18A196B4CB8ABDD5A7C6F8;0;PREDNISONE ARROW 20 mg, comprimé sécable;0
A7959A02F73B4756DDB1FA5761FAE2D8C53C0A30;1;CIPROFLOXACINE|500 mg;CIPROFLOXACINE RANBAXY 500 mg, comprimé pelliculé;1;C9B46B361D796CF1526A8C81E5583C2D83E0C64A
F002B9F3FCA8049CE109A15B09C13E0BC43A7F42;0;PHLOROGLUCINOL EG 80 mg, comprimé orodispersible;0
081C803AA38F4622DE4DFEF7DE9C12BD5B5F5872;0;TRIMEBUTINE MYLAN 100 mg, comprimé;0
310A9D4EA17661038A532D24668AA42F6B4E4F1E;0;HERCEPTIN 600 mg/5 ml, solution injectable;0
168F7F84F17A30A4E44916DEEC379794D72A6476;1;MONTÉLUKAST|10 mg;MONTELUKAST RANBAXY 10 mg, comprimé pelliculé;0
FC3EA4F60BAC98DCDF860AE9AB24D48C8B57F1AB;0;CORVASAL 4 mg, comprimé;0
7094660D88B4D1DEB3F97F2949870230B6C88904;0;PULMOSERUM, solution buvable;0
06299789B30E26042DD58492730643A4FF7AC9DE;1;ERLOTINIB|25 mg;TARCEVA 25 mg, comprimé pelliculé;0
5C7D45C97FE8EE4C9B46628A0C260572457CF14F;1;GEMCITABINE|38 mg;GEMCITABINE HOSPIRA 38 mg/ml, solution à diluer pour perfusion;0
AB8BEB04A853A9C7868B774EAE8CAA3790C52725;0;CHLORHYDRATE DE METHADONE ASSISTANCE PUBLIQUE-HÔPITAUX DE PARIS 10 mg/7,5 ml, sirop en récipient unidose;0
86FD0EE329363285FEF4F91E176FF8838561CE29;0;ESBRIET 267 mg, comprimé pelliculé;0
591C2449C0BEDA6B96EAEC818E4FD1855006676A;0;PREGABALINE ZENTIVA K.S. 200 mg, gélule;0
74AD287F72930577611D47A22BBFF521CD44BB1E;0;APROVEL 75 mg, comprimé pelliculé;0
32C12945DF1AE83C2B04FA0BDFBBD49197F80FE6;1;DORZOLAMIDE|20 mg;DORZOLAMIDE BIOGARAN 2 %, collyre en solution;0
CA319F5A6325D97A88A12E02C756513E3D09E932;1;GALANTAMINE|4 mg;REMINYL 4 mg/ml, solution buvable;0
23A470298CE3B3F05FD6C2D97446B09D11F2DEA1;1;METFORMINE BASE|663 mg;METFORMINE ARROW GENERIQUES 850 mg, comprimé pelliculé;0
8DFFE577AEF27B535A3D2CC0D3FC47FCB19EECB6;0;BICAFLAC SOLUTION TAMPON, solution pour hémofiltration;0
C860E534C8467F26517C5316BA20F4FF0CFABBD3;0;FLUVERMAL, comprimé;0
90060EE1E8872CCDDE7DB9224E49AAD4774E0EE0;0;REPAGLINIDE KRKA 1 mg, comprimé;0
7DEDDCD7FA9D68CF79C2D9569942EFCED0EDA07A;1;IMATINIB|400 mg;IMATINIB TEVA 400 mg, comprimé pelliculé;0
491921FC5651F237971E3B338C4630A7408477D1;0;GABAPENTINE ZENTIVA 300 mg, gélule;0
D1EDE1A7E6DB42FFCD84E274F8273F23E63C7DD5;1;ABACAVIR BASE|300 mg;TRIZIVIR 300 mg / 150 mg / 300 mg, comprimé pelliculé;0
EF426456A8564DB28F330B20D6E60A9B66ECA07B;1;CÉFOTAXIME BASE|1 g;CEFOTAXIME MYLAN 1 g, poudre pour solution injectable (IM-IV);0
D293B98D5B055A62453663787CB897872E5FA626;2;LACTATE DE SODIUM ANHYDRE|3,925 g;GLUCOSE ANHYDRE|15,000 g;SOLUTION PRETE A L'EMPLOI D.P.C.A. 2 FRESENIUS, solution pour dialyse péritonéale;0
2D67554BC298401FC22466123CD51A7FCB869F95;1;CÉFAZOLINE BASE|1 g;CEFAZOLINE PANPHARMA 1 g/3 ml, poudre et solution pour usage parentéral (IM);0
C720FEA551DEB84162C4B28082C10A3E707B90EF;1;CASPOFUNGINE BASE|70 mg;CASPOFUNGINE FRESENIUS KABI 70 mg, poudre pour solution à diluer pour perfusion;1;BCA16CBCC60A0C9D2E9B8463D7A7CC65D332442F
E822DBF049ABA26D5DBE2B0FFB58ADCFD627C87C;0;VALSARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 160 mg/12,5 mg, comprimé pelliculé;0
29A4224C1BA6979089F4F41BDC292194F467E48F;0;SPREGAL, lotion en flacon pressurisé;0
2688C41D46582E63A534CB10E3408CDEC32ED8E1;0;SURBRONC EXPECTORANT AMBROXOL SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique et au sorbitol;0
6B7F52DF8E117965786F7DF7DF13052669485F70;0;SIMVASTATINE ACTAVIS 40 mg, comprimé pelliculé;0
35907FA82212CAC4882E3737163F7E6EC2573934;0;MYOVIEW 230 microgrammes. Trousse radiopharmaceutique;0
3FA92E2D9979D69C28CE19C0BFEC86B8B2249DCA;0;TEICOPLANINE MYLAN 200 mg, poudre pour solution injectable/pour perfusion ou solution buvable;0
337CC4E16EC271DB6CE42F638386E6E934811998;0;DERMO-6 1,2 g/100 g, solution pour application cutanée;0
252798534DBD5E62FBFC5BD6B4931B9A0A69A407;1;METFORMINE BASE|663 mg;METFORMINE ACTAVIS 850 mg, comprimé;0
2B7E7B7F5DE73676E963D161B457949DE26B85CD;0;MAVIRET 100 mg/40 mg, comprimé pelliculé;0
42060025F7897CEF244FC1D82878FAAC2CAC965E;0;ALLOPURINOL ZENTIVA 200 mg, comprimé;0
89DA20F1706B3ED161F1312BE6C024CB9A454128;0;SYLVIANE, comprimé pelliculé;0
5AD22ACFE0E354D62035ED92E5186585261CEC79;1;ZOFÉNOPRIL|57,3 mg;TEOULA 60 mg, comprimé pelliculé;0
5AB79E72EED99E067D9257E82AA043F41DF3473F;0;PREGABALINE HCS 300 mg, gélule;0
C7BDEE9692D6B2B9E327ACD4EB2F2C7608180688;1;RALTÉGRAVIR|400 mg;ISENTRESS 400 mg, comprimé pelliculé;1;AA4B6C341188FE4896D855A6EC435D31F451D31D
EB4BD683BD61371B114AB184309E23BB1A0764BC;1;ROPINIROLE|0,25 mg;ROPINIROLE MYLAN 0,25 mg, comprimé pelliculé;0
4809A3CF5825A924A62BB540E2D02FBD2CFFE18C;0;BETAMETHASONE BIOGARAN 2 mg, comprimé dispersible sécable;0
BF6B0EA820C873FAA83C513E5595853349FB5214;0;IRBESARTAN PHR LAB 150 mg, comprimé pelliculé;0
0453E96F1349892A553B1CA2F5B7219B4BCB6008;0;BESPONSA 1 mg, poudre pour solution à diluer pour perfusion;0
F160385A7054CF29E7844674D5F454ECF2FBFE4C;0;MOEX 15 mg, comprimé pelliculé sécable;0
3620AB4FBE888D82F32CAC953AD6AE895497D640;0;KETOPROFENE RANBAXY 100 mg, comprimé pelliculé;0
42F8E74D3126FC1172C73082C4C59F2A78C7C0C7;0;TRAMADOL TEVA L.P. 200 mg, comprimé pelliculé à libération prolongée;0
C275C54EC904515E470149A7A67991B9DCDED912;1;BUPRÉNORPHINE|4 mg;BUPRENORPHINE ETHYPHARM 4 mg, comprimé sublingual;0
30796E7100198C87FE4810268978537BC364BD7A;0;TELMISARTAN BIOGARAN 40 mg, comprimé;0
13B44025D4AC47CF3E9A32340B50D90FB86011BE;0;ZAVESCA 100 mg, gélule;0
B9922070C383EDCC03394921DCEAB7987803F966;0;CELESTENE 2 mg, comprimé dispersible sécable;0
2131B9EA49365EF15074A6F2FCF383DE903E015D;1;FLUOXÉTINE BASE|20 mg;FLUOXETINE CRISTERS 20 mg, comprimé dispersible sécable;0
4073AAE765F67B7080B4C3F4F625B3BCDCCA56AE;0;OXOMEMAZINE EG 0,33 mg/ml, sirop;0
6B0EEA2941B58424F3E4A8BCC9532D79856EB751;0;VORICONAZOLE OHRE PHARMA 200 mg poudre pour solution pour perfusion;0
8E2751691ABA520F49B4CAD76169A8464F4B60B2;0;KANEURON 5,4 POUR CENT, solution buvable en gouttes;0
F0FF5F4557FBE3E939B18611C55C01A07D2500BA;1;FENTANYL|1200 microgrammes;BREAKYL 1200 microgrammes, film orodispersible;0
09C28B1BCB3A8E2F2EBA79A958A28F548913716C;1;CALCIFÉDIOL ANHYDRE|15,0 mg;DEDROGYL 15 mg/ 100 ml, solution buvable en gouttes;1;E824461659FC5CC6DE00CDFE5EF4E9E93E09E6EA
716944CB6BB85DB875E1DFA2EAC72B2A2992E7FC;0;ROBINIA PSEUDO-ACACIA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;0
74C6A3141BF98F97DCFDAD635EF33C5130F3A1DE;0;TOPIRAMATE BLUEFISH 100 mg, comprimé pelliculé;0
ED3EBDE771F926B3D7A66546C220105902B8DFAB;0;SPIRONOLACTONE CRISTERS 25 mg, comprimé pelliculé sécable;0
4E7B651377AABF5E69CB7FF41C244D1A45448A80;1;CHLORHYDRATE DE MÉTOCLOPRAMIDE ANHYDRE|10,00 mg;PRIMPERAN 10 mg, comprimé sécable;1;53735340C787CAB7BD68A944933E3D553292B4F8
D181232A95097935D97708A3D3698C4EE4650F83;0;CARDIOCALM, comprimé pelliculé;0
8607B875F7A4BB1F61C78A239027E6BD3EF06FC9;0;IRBESARTAN SANDOZ 150 mg, comprimé pelliculé;0
968DD12E77011BA2D001CE449AA83EAE4E961B7C;1;METFORMINE BASE|662,9 mg;METFORMINE MYLAN PHARMA 850 mg, comprimé pelliculé;0
8C8F0A0D928AAEC68D48BC86867CD5A5724A14C5;1;PHLOROGLUCINOL ANHYDRE|166,7 mg;SPASFON, suppositoire;0
9031F329B9077D8DE640F85DB251B86EE065AA3F;1;ADRÉNALINE|0,005 mg;ORABLOC 40 mg/ml ADRENALINEE au 1/200 000, solution injectable;0
4F9646E3EB43552BC4EF210622CFB8B0E3177933;0;SPORILINE 1 POUR CENT, lotion;0
105395CC91EC3BEA91062D084120D51343777528;1;SILDÉNAFIL|25 mg;SILDENAFIL SANDOZ 25 mg, comprimé;1;0EC7AD7114EC7FFA9127F57E3666624D671F3BB5
6609D4A7107326E7A525278B64A300106F2A357F;0;IRBESARTAN ALTER 150 mg, comprimé pelliculé;0
9C4FD6982671F5F010A7EE147CD3A18AB8D3568A;0;TICLID 250 mg, comprimé pelliculé;0
895C8C606C293552A86FB8D0C69B730266E958E2;0;MORPHINE (CHLORHYDRATE) COOPER 10 mg/ml, solution injectable;0
E176C38D6C8851BD3137EDC77A4A5014FE73CB45;1;PAROXÉTINE BASE|20 mg;PAROXETINE RPG 20 mg, comprimé pelliculé sécable;1;68A4DFB9B8D3500196C5F6A1EE98C9B81460B5AD
7907F12EF80C4D05EF8C3C9B09AAD8299F65CF4B;1;NAFARÉLINE BASE|0,20 mg;SYNAREL 0,2 mg/dose, solution pour pulvérisation nasale;1;40AFD19B5DB9C5394BF798676072F04C9908B16C
9CFE71CB958346C12C05C16A99253A0E139B26FE;1;PANTOPRAZOLE|20 mg;PANTOPRAZOLE ZENTIVA 20 mg, comprimé gastro-résistant;0
BE96E3ED47FBB442E7FF64D03074E06C43E4C773;1;ÉPOPROSTÉNOL|1,500 mg;EPOPROSTENOL PANPHARMA 1,5 mg, poudre et solvant pour solution injectable;1;980EB6BDCB1A0AE0BCC73403E29EECA16C8AF846
405F7C3FA9BDC5FA186BD157E2208EAF6667A783;1;PÉRINDOPRIL|1,669 mg;PERINDOPRIL ZENTIVA 2 mg, comprimé;1;5F4008AFE86CA8D2162779ED46D7A0B8C60ACEB0
32B60998DD601E6A09424539EAF6E6043E6452D0;0;DERMO SULFURYL, pommade;0
